,company_name,average_salary,total_sale
750,케이피엑스케미칼,회사없음,회사없음
751,코코도르,"3,575만원",424.5억원
752,파크시스템스,"5,429만원",763억원
753,슈프리마에이치큐,"6,121만원",164억원
754,에뛰드,"6,032만원",1799.6억원
755,테이팩스,"6,239만원",1521.8억원
756,고려은단,"4,678만원",686.3억원
757,대선주조,"4,227만원",610.6억원
758,스무디킹홀딩스,"3,629만원",11만원
759,에이치케이,"5,683만원",601.4억원
760,현대엘앤씨,"5,624만원",8459억원
761,엔브이에이치코리아,"6,644만원",4232.5억원
762,대구특수금속,"3,062만원",185.4억원
763,일지테크,"5,337만원",1723.8억원
764,대봉엘에스,"4,180만원",651.4억원
765,디아이지에어가스,회사없음,회사없음
766,삼성발레오써멀시스템스,"4,362만원",789.8억원
767,코웰전자,"5,852만원",232.8억원
768,하이윈코퍼레이션,"4,184만원",205.5억원
769,국순당,"4,839만원",617.4억원
770,덕신하우징,"5,923만원",1491.2억원
771,갑을오토텍,"5,433만원",1.7억원
772,성화물산,"4,888만원",492.3억원
773,엘앤피코스메틱,"5,172만원",1863.1억원
774,디엔솔루션즈,회사없음,회사없음
775,엔프라니,"4,592만원",770.9억원
776,이노바이오써지,"4,331만원",214.5억원
777,케이씨이노베이션,"5,166만원",762.2억원
778,나노스,회사없음,회사없음
779,서원인텍,"4,132만원",1297.9억원
780,애경케미칼,"6,032만원",1.1조원
781,에스케이씨,회사없음,회사없음
782,오텍캐리어냉장,"4,827만원",2741.8억원
783,알토,회사없음,회사없음
784,엔유씨전자,"4,421만원",410.6억원
785,인그리디언코리아,"6,032만원",3729억원
786,한국방송통신전파진흥원,"6,360만원",933.3억원
787,마팔하이테코,"5,174만원",660.1억원
788,수산중공업,"4,573만원",1035.9억원
789,유니베라,"4,594만원",520.2억원
790,레드페이스,"3,056만원",877.3억원
791,우신공업,"6,032만원",1307.8억원
792,태성전장,"4,559만원",1815.7억원
793,태웅메디칼,"4,449만원",640억원
794,제노레이,"4,978만원",706.2억원
795,케이티이,회사없음,회사없음
796,휴비츠,"6,846만원",828.7억원
797,라이온코리아,"6,032만원",1623.2억원
798,신흥에스이씨,회사없음,회사없음
799,아바텍,회사없음,회사없음
800,하이록코리아,"6,195만원",1394.8억원
801,레이크머티리얼즈,"2,324만원",347.4억원
802,브이엘엔코,"3,904만원",1213.2억원
803,농업회사법인아시아종묘,"3,342만원",241.4억원
804,대한유화,"10,106만원",2.1조원
805,생고뱅코리아,"6,032만원",627.1억원
806,유도썬스,"2,632만원",820.6억원
807,포인트닉스,"3,551만원",379.4억원
808,한국다우케미칼,"6,032만원",4793.6억원
809,우성,"4,406만원",26.3억원
810,금호전기,회사없음,회사없음
811,네파,"5,429만원",3087.8억원
812,다산네트웍스,"5,241만원",321.2억원
813,마니커,"3,930만원",2533.4억원
814,세아베스틸,"9,165만원",1.8조원
815,비에스이,"5,304만원",355.5억원
816,켐토피아,"4,429만원",215.1억원
817,휴롬,"4,466만원",780.4억원
818,금강공업,회사없음,회사없음
819,기가레인,"6,220만원",689.7억원
820,동아화성,회사없음,회사없음
821,신한벽지,"5,024만원",845.1억원
822,한경희생활과학,"2,219만원",168.5억원
823,녹수,"4,951만원",2825.1억원
824,동화엔텍,"6,032만원",1288.5억원
825,에이빌코리아,"3,933만원",73.7억원
826,원익홀딩스,"6,430만원",3114.8억원
827,유진테크,"3,670만원",10.4억원
828,인지디스플레이,"5,520만원",2585.7억원
829,글로텍,"4,336만원",71.8억원
830,에이치디씨현대이피,회사없음,회사없음
831,이수엑사보드,"5,852만원",1426.5억원
832,희성촉매,"6,032만원",3.3조원
833,광천김,"3,329만원",1102.1억원
834,네오플램,"4,318만원",1118억원
835,이수페타시스,"8,662만원",3635억원
836,케이엔알시스템,"4,589만원",263.1억원
837,대한광통신,"5,609만원",1199.4억원
838,두원중공업,"7,151만원",3401.8억원
839,지엠비코리아,"7,649만원",4758.2억원
840,한국요꼬가와일렉트로닉스매뉴팩처링,"3,470만원",410억원
841,시스템알앤디,"4,948만원",1181.5억원
842,한중엔시에스,"4,038만원",893억원
843,광림통상,"5,408만원",2407.2억원
844,대원정밀공업,"6,032만원",2516.4억원
845,연합정밀,"4,878만원",924.3억원
846,오제이씨,회사없음,회사없음
847,넥센,"5,567만원",5074.2억원
848,듀오백,"6,101만원",382.8억원
849,서진오토모티브,"6,716만원",1451.7억원
850,진양오일씰,"4,777만원",869.3억원
851,와이엠씨,"4,267만원",5.6억원
852,칸,회사없음,회사없음
853,대현환경,"4,689만원",198.4억원
854,리큅,"3,903만원",165.1억원
855,에프알텍,"5,388만원",215.7억원
856,포인트엔지니어링,"5,532만원",422억원
857,두산전자,회사없음1,회사없음1
858,무림피앤피,"8,334만원",5684.8억원
859,종근당건강,"6,032만원",5954.2억원
860,한국에스엠티,"3,880만원",678.4억원
861,모토텍,"4,420만원",307.8억원
862,벽산,"2,852만원",3.3억원
863,사임당화장품,"3,568만원",160.2억원
864,리테일미디어솔루션,"4,441만원",308억원
865,비타민하우스,"4,474만원",402.8억원
866,새론오토모티브,"6,377만원",1211억원
867,화성코스메틱,"4,285만원",521.3억원
868,디알젬,"4,340만원",858.1억원
869,머큐리코퍼레이션,"3,857만원",227.7억원
870,비엘헬스케어,"2,921만원",534.1억원
871,엘앤케이바이오메드,"4,645만원",87.2억원
872,티케이케미칼,"6,976만원",6735.9억원
873,뉴프렉스,"3,331만원",1801.2억원
874,한진화학,"4,727만원",428.6억원
875,삐아,"4,234만원",회사없음1
876,엠에스오토텍,"6,830만원",1806.8억원
877,팜스코,"6,853만원",1.3조원
878,동원금속,"5,933만원",2063.4억원
879,동인기연,"5,023만원",1666.2억원
880,솔라루체,"3,663만원",257.9억원
881,아반스트레이트코리아,"3,490만원",120.5억원
882,유씨엘,"4,709만원",22.3억원
883,한국경남태양유전,"6,032만원",2797.1억원
884,모닝글로리,"3,835만원",514.3억원
885,에스티지24,회사없음,회사없음
886,트렉스타,"3,404만원",651.6억원
887,대흥알앤티,"5,435만원",3128.1억원
888,신한중공업,"2,702만원",2357.9억원
889,에어프로덕츠코리아,"6,032만원",6067억원
890,한국제지,"6,032만원",5182억원
891,한미헬스케어,"2,966만원",1047.4억원
892,비츠로테크,"5,374만원",307.9억원
893,뉴모텍,"3,982만원",904억원
894,디케이락,회사없음,회사없음
895,서울검사,"4,109만원",404억원
896,로봇앤드디자인,"5,294만원",530.6억원
897,리팩,"5,087만원",487.5억원
898,내셔날오일웰바르코코리아,"5,832만원",606.9억원
899,에이테크오토모티브,"4,876만원",975.1억원
900,펌텍코리아,"3,481만원",1594.7억원
901,한신기계공업,"4,097만원",533.8억원
902,에이블루,"4,183만원",1359.3억원
903,영진,"5,876만원",401.9억원
904,우익반도체,"5,828만원",660.7억원
905,덕양산업,회사없음,회사없음
906,에이앤지테크놀로지,회사없음,회사없음
907,제일이엔에스,회사없음,회사없음
908,네오팜,"6,392만원",874.8억원
909,보끄레머천다이징,"4,584만원",544.9억원
910,선인,"2,336만원",13.5억원
911,한컴라이프케어,"5,203만원",1151.3억원
912,금호타이어용인중앙연구소,"6,951만원",2.1조원
913,다인정공,"5,203만원",776.5억원
914,두리화장품,"3,484만원",180.9억원
915,삼천리,"9,540만원",2.6조원
916,삼화전기,"4,036만원",6.8억원
917,선보공업,"5,280만원",744.9억원
918,이노진,"2,825만원",93.9억원
919,천일식품,"2,068만원",95.2억원
920,금영제너럴,"4,062만원",320.1억원
921,에어릭스,"5,496만원",900.8억원
922,영광와이케이엠씨,"4,337만원",303.3억원
923,태진인터내셔날,"2,588만원",814.7억원
924,갑진,"4,585만원",480.6억원
925,이오시스템,회사없음,회사없음
926,티유브이슈드코리아,"5,750만원",229.7억원
927,한국해양교통안전공단,"6,105만원",643.4억원
928,나노엔텍,"4,909만원",342.3억원
929,애니원,회사없음,회사없음
930,오디텍,"4,534만원",469억원
931,만앤휴멜코리아,"5,989만원",2142.7억원
932,아남전자,"5,988만원",3491.2억원
933,에이앤아이,회사없음,회사없음
934,에이치디현대글로벌서비스,회사없음,회사없음
935,넥솔론,회사없음,회사없음
936,넵스,회사없음,회사없음
937,세경하이테크,"5,318만원",1332.9억원
938,쎄믹스,"5,730만원",1780.9억원
939,코모스,회사없음,회사없음
940,나사렛국제병원,회사없음1,회사없음1
941,에이케이켐텍,"3,041만원",2765.5억원
942,인알파코리아,"5,652만원",2233억원
943,피플웍스,"4,903만원",2126억원
944,한국맥널티,회사없음,회사없음
945,환경관리,수집 중..,3.6억원
946,대성하이텍,"3,532만원",55.9억원
947,더페이스샵,"3,070만원",3146.4억원
948,비아트론,"5,912만원",783.5억원
949,티엠씨,"5,669만원",2418.2억원
950,동아전기부품,"5,172만원",785.4억원
951,린데코리아,"5,269만원",3.1억원
952,미원스페셜티케미칼,"6,430만원",5348억원
953,에이티아이,"5,358만원",349.7억원
954,엠케이에스코리아,"5,895만원",4261.3억원
955,이롬,회사없음,회사없음
956,현대비앤지스틸,"7,832만원",8549.5억원
957,미래보,"4,470만원",338.7억원
958,코스틸,회사없음,회사없음
959,광성기업,회사없음,회사없음
960,삼원색,"4,087만원",423.6억원
961,서보산업,"4,570만원",162.9억원
962,세종공업,"7,803만원",4035.3억원
963,씨케이코퍼레이션즈,회사없음,회사없음
964,에스텍,"5,259만원",4.5억원
965,웅진식품,"5,984만원",2417.1억원
966,유풍,"6,032만원",3265.3억원
967,조선내화,"8,722만원",4394.4억원
968,쿠도커뮤니케이션,"4,748만원",874.9억원
969,한국내화,"6,349만원",2180.3억원
970,한국석유공사,"8,570만원",3921.8억원
971,경신전선,"6,032만원",6473.1억원
972,범천정밀,"4,572만원",1560.1억원
973,일삼,"5,196만원",720.1억원
974,엘에스메카피온,"4,705만원",452.2억원
975,한국석유관리원,"6,356만원",434.6억원
976,드림텍,회사없음,회사없음
977,에이텍에이피,"4,886만원",1070.6억원
978,쌍용씨앤이,"6,082만원",1.1조원
979,엔티렉스,"3,804만원",485.1억원
980,코카콜라음료,"6,082만원",1.4조원
981,한국타코닉,"5,335만원",632.4억원
982,삼양발브종합메이커,"3,894만원",158.1억원
983,엑시콘,"5,706만원",661.9억원
984,코윈테크,"4,892만원",717.6억원
985,엠케이전자,"5,508만원",5486.4억원
986,참프레,"4,622만원",4835.3억원
987,파이퍼베큠코리아,회사없음,회사없음
988,하이트론씨스템즈,"3,771만원",274.8억원
989,놀부,"4,627만원",716.3억원
990,대두식품,"4,542만원",1007.3억원
991,케이엑스하이텍,회사없음,회사없음
992,케이티앤씨,"4,658만원",73.3억원
993,혼,"4,206만원",322억원
994,넥스트아이,"4,151만원",42.4억원
995,비전세미콘,"5,282만원",648.9억원
996,에스피지,"4,811만원",2195.6억원
997,유니슨이테크,"4,534만원",6425만원
998,율촌화학,회사없음1,회사없음1
999,피닉슨컨트롤스,"4,569만원",250.6억원
1000,테스,"1,973만원",5.4억원
1001,삼화제지,"5,594만원",860.8억원
1002,세아제강,"9,842만원",16.6억원
1003,케이에이치필룩스,회사없음,회사없음
1004,동서가구,"3,324만원",685.3억원
1005,비엔에이치,"4,955만원",1529.6억원
1006,아이리스코리아,회사없음,회사없음
1007,에센루,"3,611만원",437.4억원
1008,인화이엔지,"4,527만원",146억원
1009,코콤,"4,552만원",926.6억원
1010,브리티쉬아메리칸토바코코리아제조,"6,001만원",5828.1억원
1011,손오공,"3,698만원",720.1억원
1012,에코볼트,회사없음,회사없음
1013,중앙제어,"3,946만원",392.8억원
1014,코스맥스네오,회사없음,회사없음
1015,한국유리공업,"7,424만원",2.6억원
1016,CIMON,"4,464만원",376.8억원
1017,가온전선,"6,622만원",9060.2억원
1018,동국실업,회사없음1,회사없음1
1019,동양물산기업,"5,236만원",3630억원
1020,모나리자,"5,342만원",1064억원
1021,피피지코리아,"6,032만원",2248.6억원
1022,한국오바라,"4,975만원",570.7억원
1023,린텍스페셜러티필름코리아,"5,372만원",817.9억원
1024,에스케이에너지,"2,691만원",4.9억원
1025,에이치엔에스하이텍,"7,717만원",813.4억원
1026,코오롱플라스틱,"8,409만원",4052.3억원
1027,휴스틸,"6,073만원",5627.7억원
1028,데코뷰,"3,998만원",413억원
1029,리트코,"5,049만원",857.3억원
1030,알에프텍,회사없음1,회사없음1
1031,대한방직,"4,847만원",1930.4억원
1032,사조산업,"6,024만원",4024.3억원
1033,엔쓰리엔,"3,312만원",45.6억원
1034,코멕스산업,회사없음,회사없음
1035,태광,"3,212만원",45.5억원
1036,팸텍,회사없음,회사없음
1037,마플코퍼레이션,"3,945만원",113.9억원
1038,빅텍,회사없음,회사없음
1039,에스티오,회사없음,회사없음
1040,유니온,"4,606만원",138.6억원
1041,대곤코퍼레이션,"5,636만원",575.9억원
1042,신라정밀,"4,992만원",796.4억원
1043,쏠리드,"4,133만원",46억원
1044,에스케이마이크로웍스솔루션즈 주식회사,회사없음,회사없음
1045,하이게인안테나,"4,956만원",507.3억원
1046,에코프로,"6,929만원",173.6억원
1047,대주전자재료,"5,728만원",1525억원
1048,삼지전자,회사없음,회사없음
1049,에스케이오션플랜트,회사없음,회사없음
1050,코칩,"3,506만원",473.1억원
1051,헨켈홈케어코리아,"5,996만원",2206.6억원
1052,모팜,"4,289만원",703.9억원
1053,비츠로셀,"5,121만원",1116.6억원
1054,티엘비,"5,548만원",1781억원
1055,한국보그워너티에스,회사없음,회사없음
