,company_name,turn_over_rate
985,엠케이전자,(17%)
986,참프레,(29%)
987,파이퍼베큠코리아,(21%)
988,하이트론씨스템즈,(42%)
989,놀부,(82%)
990,대두식품,(27%)
991,케이엑스하이텍,(21%)
992,케이티앤씨,(27%)
993,혼,(40%)
994,넥스트아이,(33%)
995,비전세미콘,(34%)
996,에스피지,(28%)
997,유니슨이테크,(20%)
998,율촌화학,(9999%)
999,피닉슨컨트롤스,(55%)
1000,테스,(65%)
1001,삼화제지,(28%)
1002,세아제강,(99%)
1003,케이에이치필룩스,(22%)
1004,동서가구,(83%)
1005,비엔에이치,(99%)
1006,아이리스코리아,(51%)
1007,에센루,(45%)
1008,인화이엔지,(51%)
1009,코콤,(64%)
1010,브리티쉬아메리칸토바코코리아제조,(15%)
1011,손오공,(26%)
1012,에코볼트,(11%)
1013,중앙제어,(17%)
1014,코스맥스네오,(39%)
1015,한국유리공업,(23%)
1016,CIMON,(51%)
1017,가온전선,(17%)
1018,동국실업,(9999%)
1019,동양물산기업,(55%)
1020,모나리자,(15%)
1021,피피지코리아,(9%)
1022,한국오바라,(18%)
1023,린텍스페셜러티필름코리아,(37%)
1024,에스케이에너지,(53%)
1025,에이치엔에스하이텍,(28%)
1026,코오롱플라스틱,(8%)
1027,휴스틸,(10%)
1028,데코뷰,(48%)
1029,리트코,(41%)
1030,알에프텍,(9999%)
1031,대한방직,(12%)
1032,사조산업,(18%)
1033,엔쓰리엔,(87%)
1034,코멕스산업,(33%)
1035,태광,(55%)
1036,팸텍,(44%)
1037,마플코퍼레이션,(63%)
1038,빅텍,(55%)
1039,에스티오,(33%)
1040,유니온,(26%)
1041,대곤코퍼레이션,(19%)
1042,신라정밀,(31%)
1043,쏠리드,(15%)
1044,에스케이마이크로웍스솔루션즈 주식회사,(11%)
1045,하이게인안테나,(28%)
1046,에코프로,(20%)
1047,대주전자재료,(15%)
1048,삼지전자,(43%)
1049,에스케이오션플랜트,(6%)
1050,코칩,(43%)
1051,헨켈홈케어코리아,(17%)
1052,모팜,(46%)
1053,비츠로셀,(13%)
1054,티엘비,(23%)
1055,한국보그워너티에스,(14%)
