,cmp,0,1,2,3,4,5,6,7,8,9,10
49,엘에스산전(주),0.11167804151773453,0.19208873808383942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6930141448974609,0.0
50,(주)브랜디,0.0,0.0,0.0,0.9684892296791077,0.0,0.024386895820498466,0.0,0.0,0.0,0.0,0.0
51,나이스평가정보(주),0.061864517629146576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362669587135315
52,에스케이엠앤서비스(주),0.11351964622735977,0.0,0.0,0.0,0.0,0.24175697565078735,0.16049687564373016,0.4670192301273346,0.012984235771000385,0.0,0.0
53,티시스(주),0.2266005128622055,0.12187831103801727,0.0,0.0,0.0,0.0,0.13255134224891663,0.0,0.0,0.5093335509300232,0.0
54,(주)커넥트웨이브,0.011638063006103039,0.0,0.0,0.2256637066602707,0.3214830458164215,0.09051065891981125,0.23092719912528992,0.05561591312289238,0.057145267724990845,0.0,0.0
55,여기어때,0.0,0.0,0.0,0.0,0.0,0.04269643872976303,0.0,0.0,0.9558101892471313,0.0,0.0
56,휴넷(주),0.0,0.0,0.0,0.010625404305756092,0.0,0.576180100440979,0.0,0.0,0.0,0.4121854901313782,0.0
57,(주)컴투스,0.0,0.0,0.0,0.0,0.0,0.049293916672468185,0.022492317482829094,0.9271654486656189,0.0,0.0,0.0
58,(주)링크프라이스,0.0,0.0,0.0,0.36328986287117004,0.0,0.0,0.6353253722190857,0.0,0.0,0.0,0.0
59,(주)지에스아이티엠,0.0,0.16343903541564941,0.0,0.0,0.21430841088294983,0.052444539964199066,0.0,0.0,0.0,0.5586448907852173,0.0
60,(주)와이즈스톤,0.0,0.45480507612228394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5413801074028015,0.0
61,(주)비즈테크아이,0.0,0.6441018581390381,0.0,0.0,0.0,0.0,0.0,0.1500902622938156,0.10508795082569122,0.09369862824678421,0.0
62,엔테크서비스(주),0.5838348865509033,0.0,0.0,0.0,0.0,0.37959951162338257,0.0,0.0,0.0,0.03457247093319893,0.0
63,(주)네오위즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984266757965088,0.0,0.0,0.0
64,메가존(주),0.0,0.0,0.0,0.3641917407512665,0.0,0.0,0.0,0.0,0.0,0.619361400604248,0.0
65,(주)아이파트너즈,0.0,0.0,0.0,0.319333553314209,0.0,0.0,0.41464757919311523,0.2570018172264099,0.0,0.0,0.0
66,(주)디케이테크인,0.012984318658709526,0.021000832319259644,0.0,0.2804074287414551,0.0,0.6259536147117615,0.0,0.041604183614254,0.0,0.0,0.0
67,신세계아이앤씨(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988937377929688,0.0,0.0
68,(주)현대이지웰,0.2953118085861206,0.0,0.0,0.07069924473762512,0.055488139390945435,0.0,0.08366946876049042,0.33212652802467346,0.0940045714378357,0.06749963760375977,0.0
69,(주)아프리카티비,0.0,0.0,0.0,0.01902761682868004,0.0,0.0,0.0,0.0,0.8472173810005188,0.131835475564003,0.0
70,제로웹(주),0.0,0.0,0.0,0.018404237926006317,0.0,0.0,0.10567253082990646,0.0,0.0,0.8649008870124817,0.0
71,(주)윈스,0.0,0.0,0.0,0.1305810511112213,0.0,0.0,0.0,0.08182907104492188,0.0,0.7836135029792786,0.0
72,지오시스(유),0.0,0.0,0.0,0.0,0.23064857721328735,0.03709254786372185,0.6093820333480835,0.11646000295877457,0.0,0.0,0.0
73,(주)와이즈넛,0.0,0.3899042010307312,0.0,0.2553436756134033,0.03358718007802963,0.0,0.0,0.17798598110675812,0.0,0.14153039455413818,0.0
74,(주)써머스플랫폼,0.0,0.0,0.0,0.0,0.0,0.0,0.9232656359672546,0.0,0.07298028469085693,0.0,0.0
75,에스케이커뮤니케이션즈(주),0.0,0.0,0.0,0.0,0.0,0.4120528995990753,0.4232873022556305,0.0,0.0,0.156576007604599,0.0
76,코나아이(주),0.0,0.0,0.0,0.8232572078704834,0.0,0.0,0.01357849221676588,0.0,0.0,0.16174618899822235,0.0
77,케이지이니시스(주),0.0,0.0,0.0,0.5992839932441711,0.0,0.0,0.0,0.365240216255188,0.03269890323281288,0.0,0.0
78,(주)미디어로그,0.2258164882659912,0.7714277505874634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,(주)아이뱅크,0.0,0.026200350373983383,0.0,0.6005203723907471,0.0,0.0,0.370564728975296,0.0,0.0,0.0,0.0
80,(주)직방,0.0,0.024830373004078865,0.0,0.0,0.0,0.9609537720680237,0.0,0.0,0.0,0.0,0.0
81,데이터스트림즈(주),0.0,0.025739500299096107,0.0,0.19339904189109802,0.0,0.0,0.0,0.032398585230112076,0.0,0.6963910460472107,0.0437038354575634
82,(주)엠서클,0.0,0.5733618140220642,0.0,0.04863855242729187,0.0,0.0,0.0,0.27852779626846313,0.09706973284482956,0.0,0.0
83,와이즈와이어즈(주),0.03759956732392311,0.2675994634628296,0.0,0.0,0.0,0.0,0.0,0.020393911749124527,0.0,0.6646918058395386,0.0
84,(주)이스트소프트,0.0,0.0,0.0,0.24235470592975616,0.04084540903568268,0.37086257338523865,0.0,0.0,0.26314017176628113,0.0,0.08055171370506287
85,예스이십사(주),0.0,0.0,0.0,0.0,0.8645997047424316,0.0,0.13270804286003113,0.0,0.0,0.0,0.0
86,에스케이오앤에스(주),0.7452902793884277,0.25125616788864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,씨엔티테크(주),0.0,0.0,0.0,0.8452548384666443,0.0,0.06740555167198181,0.0,0.0,0.0,0.0,0.08412032574415207
88,(주)위메이드,0.0,0.0,0.0,0.2787976861000061,0.0,0.0,0.0,0.7192443013191223,0.0,0.0,0.0
89,한국오라클(유),0.17197129130363464,0.0,0.0,0.0,0.15888634324073792,0.4305286407470703,0.0,0.0,0.0,0.23526301980018616,0.0
90,한국지능정보사회진흥원,0.5857011079788208,0.08346891403198242,0.0,0.0,0.0,0.0,0.0,0.21180512011051178,0.0,0.1171579360961914,0.0
91,(주)이카운트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934614896774292,0.0
92,나비스오토모티브시스템즈(주),0.0,0.26414766907691956,0.0,0.0,0.0,0.0,0.07269412279129028,0.0,0.0,0.0,0.6548190712928772
93,이씨이십일(주),0.0,0.768153190612793,0.0,0.0,0.0,0.07963363081216812,0.13922184705734253,0.0,0.0,0.0,0.0
94,줌인터넷(주),0.0,0.0,0.0,0.16647213697433472,0.0,0.48159047961235046,0.0,0.03265931457281113,0.0,0.30242088437080383,0.015801720321178436
95,(주)웹젠,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12682797014713287,0.0,0.0,0.8707506656646729
96,어니컴(주),0.0,0.9973410367965698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,에스케이브로드밴드(주),0.4361061453819275,0.0,0.0,0.0,0.0,0.5529505014419556,0.0,0.0,0.0,0.0,0.0
98,(주)와이드넷엔지니어링,0.0,0.4035413861274719,0.0,0.4886307716369629,0.0,0.0,0.0,0.0,0.0,0.10401400178670883,0.0
99,베스핀글로벌(주),0.0,0.0,0.0,0.0,0.0,0.0425875261425972,0.0,0.0,0.595100998878479,0.3570786416530609,0.0
100,(주)한글과컴퓨터,0.033637188374996185,0.0,0.0,0.0,0.0,0.0,0.0,0.9631657004356384,0.0,0.0,0.0
101,엔에이치엔커머스(주),0.0,0.0,0.2283107489347458,0.0,0.0,0.06424175947904587,0.0,0.7040203213691711,0.0,0.0,0.0
102,오픈타이드코리아(주),0.011367461644113064,0.011367597617208958,0.011367438361048698,0.011367151513695717,0.01136745698750019,0.011367316357791424,0.8863250613212585,0.01136729959398508,0.011367576196789742,0.01136761624366045,0.011368032544851303
103,(주)제이슨그룹,0.0,0.0,0.0,0.0,0.9972773790359497,0.0,0.0,0.0,0.0,0.0,0.0
104,(주)펜타브리드,0.0,0.0,0.0,0.5545544624328613,0.0,0.0,0.0,0.36339545249938965,0.07831926643848419,0.0,0.0
105,(주)써스포,0.0,0.0,0.0,0.1314055174589157,0.0,0.0,0.0,0.0,0.0,0.0,0.8652125000953674
106,(주)클래스101,0.0,0.0,0.0,0.044281426817178726,0.0,0.6123653054237366,0.0,0.2517709732055664,0.0,0.0,0.08113250136375427
107,(주)오토소프트,0.0,0.37506288290023804,0.0,0.0,0.0,0.0,0.59648597240448,0.027130721136927605,0.0,0.0,0.0
108,테스트이앤씨(주),0.038077861070632935,0.12792924046516418,0.0,0.25009316205978394,0.0,0.0,0.13512663543224335,0.0,0.0,0.44669824838638306,0.0
109,코오롱베니트(주),0.0,0.22744084894657135,0.0,0.0,0.10346903651952744,0.0,0.0,0.0,0.6658055186271667,0.0,0.0
110,(주)아이비케이시스템,0.997974693775177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,(주)디지털다임,0.0,0.0,0.0,0.0,0.0,0.9952635765075684,0.0,0.0,0.0,0.0,0.0
112,네이버시스템(주),0.0,0.0,0.0,0.6872641444206238,0.0,0.0,0.14407455921173096,0.0,0.0,0.1641424596309662,0.0
113,(주)이지서티,0.0,0.04011846333742142,0.0,0.7249846458435059,0.0,0.0,0.06484873592853546,0.0,0.0,0.16811318695545197,0.0
114,(주)푸드나무,0.0,0.0,0.0,0.9988786578178406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,인크루트알바콜(주),0.2813625931739807,0.6996045112609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,(주)골프존,0.0,0.0,0.0,0.10749325156211853,0.09740550816059113,0.010423778556287289,0.1536037176847458,0.43996670842170715,0.0,0.0,0.1888558566570282
117,(주)폴라리스오피스,0.0,0.02358522266149521,0.0,0.31012746691703796,0.0,0.3139992952346802,0.0,0.28456857800483704,0.0,0.0,0.06376555562019348
118,메타넷글로벌(유),0.0,0.21902430057525635,0.0,0.0,0.0,0.0,0.07080113142728806,0.0,0.0,0.6999279856681824,0.0
119,(주)드림어스컴퍼니,0.01587432622909546,0.030532576143741608,0.0,0.0,0.0,0.5467685461044312,0.059618763625621796,0.0,0.18758440017700195,0.0,0.15874527394771576
120,(주)아이패밀리에스씨,0.0,0.0,0.0,0.8369174003601074,0.0,0.0,0.0,0.09784702211618423,0.06140652298927307,0.0,0.0
121,블루버드(주),0.0,0.0,0.0,0.6184052228927612,0.0,0.11687540262937546,0.0,0.18805915117263794,0.0,0.0715935006737709,0.0
122,메가존클라우드(주),0.0,0.09764482825994492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8904354572296143,0.0
123,슈어소프트테크(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09814678132534027,0.0,0.8917403817176819,0.0
124,(주)토마토시스템,0.0,0.0,0.0,0.24040065705776215,0.0,0.0,0.0,0.0,0.0,0.7514834403991699,0.0
125,유빈스(주),0.4439777135848999,0.0700070783495903,0.0,0.0,0.0,0.0,0.05995674431324005,0.0,0.0,0.0,0.42325401306152344
126,다날(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976257085800171,0.0,0.0,0.0
127,(주)크래프톤,0.0,0.0,0.0,0.0,0.0,0.2717212736606598,0.0,0.7272064685821533,0.0,0.0,0.0
128,(주)카카오엔터테인먼트,0.15146313607692719,0.0,0.0,0.1251562386751175,0.0,0.6784632205963135,0.0,0.04402575269341469,0.0,0.0,0.0
129,이지케어텍(주),0.06468188017606735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318442344665527,0.0
130,(주)파수,0.0,0.05776470899581909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9355961680412292,0.0
131,(주)애드캡슐소프트,0.0,0.2665598690509796,0.0,0.7271444201469421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,(주)코그,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986527562141418,0.0
133,케이지모빌리언스(주),0.0,0.0,0.0,0.14466658234596252,0.0,0.03223687410354614,0.2518126368522644,0.17035017907619476,0.0,0.39703619480133057,0.0
134,퓨렌스(주),0.0,0.0,0.0,0.7510284781455994,0.0,0.0,0.0,0.0,0.0,0.24388794600963593,0.0
135,(주)비바리퍼블리카,0.0,0.0,0.0,0.0,0.0,0.9059052467346191,0.0,0.08689096570014954,0.0,0.0,0.0
136,(주)코이스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752067804336548,0.0,0.0,0.3201691508293152
137,(재)한국특허기술진흥원,0.9952138066291809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,쌍용정보통신(주),0.0,0.5417090654373169,0.0,0.03772210702300072,0.0,0.0,0.0,0.28571802377700806,0.0,0.13247540593147278,0.0
139,한국아이비엠테크니컬솔루션(유),0.0,0.8700336813926697,0.0,0.0,0.0,0.12169922143220901,0.0,0.0,0.0,0.0,0.0
140,알서포트(주),0.0,0.0,0.0,0.4756511151790619,0.0,0.09483251720666885,0.0,0.4238918721675873,0.0,0.0,0.0
141,한국마이크로소프트(유),0.0,0.0,0.0,0.0,0.0,0.6606299877166748,0.0,0.0,0.0,0.3355806767940521,0.0
142,(주)알티캐스트,0.0,0.0,0.0,0.0,0.0,0.5470197200775146,0.440006822347641,0.0,0.0,0.0,0.0
143,(주)컴파트너스,0.5391772985458374,0.0,0.0,0.4193921685218811,0.0,0.03891326114535332,0.0,0.0,0.0,0.0,0.0
144,(주)코난테크놀로지,0.0,0.03270263224840164,0.0,0.0,0.0,0.0,0.6697973608970642,0.0,0.0,0.29469090700149536,0.0
145,(주)샌드박스네트워크,0.0,0.0,0.0,0.3637561500072479,0.0,0.37844765186309814,0.2567349672317505,0.0,0.0,0.0,0.0
146,(주)연합뉴스,0.04177034646272659,0.9528450965881348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,가비아(주),0.0,0.0,0.0,0.29014700651168823,0.0,0.22781406342983246,0.0,0.0,0.0,0.47361767292022705,0.0
148,케이원정보통신(주),0.0,0.7689236402511597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198951095342636,0.0
149,더핑크퐁컴퍼니(주),0.0,0.0,0.0,0.0,0.0,0.8385661840438843,0.0,0.1590336114168167,0.0,0.0,0.0
150,(주)엠디에스테크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9886329770088196,0.0
151,(주)엔디에스,0.0,0.13355985283851624,0.0,0.0,0.0,0.0,0.0,0.8087331056594849,0.05422594025731087,0.0,0.0
152,(주)웅진,0.32993853092193604,0.0,0.0,0.033472687005996704,0.0,0.0,0.0,0.5582568645477295,0.0,0.07535707950592041,0.0
153,(주)지씨케어,0.0,0.0,0.0,0.10538127273321152,0.34078243374824524,0.032381027936935425,0.014850744046270847,0.5055109858512878,0.0,0.0,0.0
154,(주)지어소프트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9837613701820374,0.0
155,다음커뮤니케이션(주),0.0,0.0,0.0,0.35384881496429443,0.0,0.0,0.0,0.0,0.5643061995506287,0.0,0.0
156,인베니아(주),0.0,0.0,0.0,0.2214270383119583,0.0,0.0,0.0,0.08291313797235489,0.0,0.1797233372926712,0.5138354301452637
157,(주)아사달,0.0,0.41392573714256287,0.0,0.0,0.0,0.0,0.4912365972995758,0.0,0.0,0.08828315883874893,0.0
158,대보정보통신(주),0.1888517290353775,0.26415473222732544,0.0,0.5442585349082947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,(주)콤텍시스템,0.015050197020173073,0.6296802759170532,0.0,0.27292394638061523,0.0,0.0,0.0,0.0,0.0,0.08008816093206406,0.0
160,와디즈,0.0,0.0,0.0,0.31391653418540955,0.0,0.5203637480735779,0.0,0.14991061389446259,0.0,0.0,0.0
161,(주)비트컴퓨터,0.052724409848451614,0.0,0.0,0.0,0.0,0.0,0.5721739530563354,0.0,0.0,0.3549809455871582,0.01773645728826523
162,(주)디비아이엔씨,0.6009961366653442,0.3903891146183014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,(주)조이시티,0.0,0.0,0.0,0.018455075100064278,0.4569282531738281,0.14638207852840424,0.0,0.05451474338769913,0.0,0.308800607919693,0.012525985948741436
164,페이레터(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944550395011902,0.0,0.0
165,현대엠엔소프트(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300493597984314
166,(주)이모션글로벌,0.0,0.04496392235159874,0.0,0.56085604429245,0.0,0.25296878814697266,0.0,0.05803893133997917,0.016905279830098152,0.06435644626617432,0.0
167,(주)유비케어,0.07564372569322586,0.0,0.0,0.0,0.0,0.0,0.0,0.8108315467834473,0.0,0.0,0.103070929646492
168,에임시스템(주),0.0,0.49316301941871643,0.0,0.0,0.0,0.0,0.0,0.099124014377594,0.0,0.402894526720047,0.0
169,틱톡,0.0,0.0,0.0,0.0,0.0,0.9987643957138062,0.0,0.0,0.0,0.0,0.0
170,(주)스마일게이트엔터테인먼트,0.0,0.0,0.0,0.0,0.0,0.1472802758216858,0.0,0.8483380079269409,0.0,0.0,0.0
171,엔에이치엔케이씨피(주),0.0,0.05582769215106964,0.0,0.723925769329071,0.07988946884870529,0.0,0.0,0.13280734419822693,0.0,0.0,0.0
172,(주)진학사,0.0,0.0,0.0,0.06746648997068405,0.0,0.0,0.23505742847919464,0.0,0.658460259437561,0.037175923585891724,0.0
173,(주)위즈그룹,0.0,0.0,0.0,0.0,0.0,0.0,0.9845871925354004,0.0,0.0,0.0,0.0
174,(주)가온아이,0.0,0.11402536928653717,0.0,0.48563098907470703,0.0,0.0,0.27022585272789,0.0,0.0,0.12558072805404663,0.0
175,게임빌(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9650264382362366,0.0,0.0,0.0
176,(주)그라비티,0.015789223834872246,0.3008900582790375,0.0,0.01855507679283619,0.0,0.0,0.22118519246578217,0.3475792706012726,0.0,0.0,0.09419673681259155
177,에스코어(주),0.0,0.6742827296257019,0.0,0.0,0.0,0.0,0.0,0.31779715418815613,0.0,0.0,0.0
178,나무커뮤니케이션(주),0.0,0.0,0.0,0.13154202699661255,0.0,0.5026760101318359,0.3637833595275879,0.0,0.0,0.0,0.0
179,케이씨씨정보통신(주),0.0,0.4634026885032654,0.0,0.0,0.0,0.0,0.0,0.39230889081954956,0.0,0.14022397994995117,0.0
180,이니텍(주),0.55653315782547,0.01926456391811371,0.0,0.41928645968437195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,(주)키위컴퍼니,0.0,0.0,0.0,0.3182734549045563,0.0,0.6362549662590027,0.0,0.0,0.0,0.0,0.0
182,아이헤이트플라잉버그스(주),0.0,0.0,0.0,0.02108304761350155,0.0,0.06463711708784103,0.758463978767395,0.0,0.0,0.15520431101322174,0.0
183,(주)하이퍼커넥트,0.0,0.0,0.0,0.0,0.0,0.7686516642570496,0.0,0.2293521910905838,0.0,0.0,0.0
184,웹케시(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6915088891983032,0.0,0.30420616269111633,0.0
185,(주)이트라이브,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9944209456443787,0.0
186,더화이트커뮤니케이션(주),0.0,0.0,0.0,0.20830877125263214,0.0,0.0,0.30740731954574585,0.1778000295162201,0.0,0.0,0.30520302057266235
187,에스큐아이소프트(주),0.0,0.03456208482384682,0.0,0.0,0.0,0.0,0.0,0.043322063982486725,0.0,0.02710176631808281,0.8918153643608093
188,(주)지니,0.0,0.0,0.0,0.0,0.0,0.0,0.9950577020645142,0.0,0.0,0.0,0.0
189,(주)바이널씨,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9863730072975159,0.0,0.010550122708082199,0.0
190,디케이서비스(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090699553489685,0.0
191,(주)모니터랩,0.0,0.0,0.06271104514598846,0.29193881154060364,0.0,0.0,0.0,0.0,0.0,0.6365185379981995,0.0
192,(주)미디어윌네트웍스,0.0,0.0,0.0,0.029735637828707695,0.0,0.0719907134771347,0.8941864371299744,0.0,0.0,0.0,0.0
193,유비벨록스(주),0.12362899631261826,0.6151508688926697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25505441427230835,0.0
194,구글코리아(유),0.0,0.0,0.0,0.0,0.0,0.5836545825004578,0.0,0.0,0.0,0.3285735249519348,0.08487069606781006
