,cmp,0,1,2,3,4,5
53,지에스홈쇼핑(주),0.0,0.01161675900220871,0.0,0.06800788640975952,0.8588501214981079,0.05935186147689819
54,(주)지씨바이오,0.0,0.0,0.9976540207862854,0.0,0.0,0.0
55,(주)샤프에비에이션케이,0.5199849605560303,0.0,0.475321501493454,0.0,0.0,0.0
56,한국필립모리스(주),0.0,0.11367900669574738,0.0,0.0,0.0,0.8851457238197327
57,디에이치엘코리아(주),0.30270400643348694,0.5973387956619263,0.0,0.018970228731632233,0.0,0.08049362152814865
58,(주)동원홈푸드,0.18756721913814545,0.18393521010875702,0.5002976655960083,0.10698866844177246,0.0,0.0208513792604208
59,경동물류(주),0.0335804708302021,0.0,0.9650667905807495,0.0,0.0,0.0
60,러쉬코리아(주),0.809999406337738,0.0,0.04887740686535835,0.0,0.09965678304433823,0.04070116579532623
61,무인양품(주),0.8957255482673645,0.0,0.010818102397024632,0.0,0.0927353948354721,0.0
62,풀무원식품(주),0.0,0.8691105246543884,0.11087149381637573,0.0,0.0,0.010975580662488937
63,(주)에이비씨마트코리아,0.9969486594200134,0.0,0.0,0.0,0.0,0.0
64,(주)탐앤탐스,0.17657238245010376,0.48309293389320374,0.33689582347869873,0.0,0.0,0.0
65,(유)나이키코리아,0.2722333073616028,0.6019973754882812,0.0,0.0,0.05275178700685501,0.06957587599754333
66,지멘스(주),0.0,0.44462332129478455,0.0,0.0,0.0,0.5529355406761169
67,(주)스타럭스,0.0,0.06139824166893959,0.5226690173149109,0.11639052629470825,0.2986600697040558,0.0
68,(주)제주항공,0.0,0.0,0.0,0.9981297254562378,0.0,0.0
69,피에스앤마케팅(주),0.8384099006652832,0.0,0.0,0.09302061796188354,0.04944349080324173,0.017868470400571823
70,한국쓰리엠(주),0.015390977263450623,0.5408827662467957,0.0,0.0,0.0,0.43260881304740906
71,(주)그린스토어,0.1510496288537979,0.0,0.8481051921844482,0.0,0.0,0.0
72,한국암웨이(주),0.0,0.6070443987846375,0.0,0.0,0.19983729720115662,0.191488116979599
73,(주)글로벌휴먼스,0.985901951789856,0.0,0.012665132991969585,0.0,0.0,0.0
74,(주)에스에스지닷컴,0.14561718702316284,0.02560489811003208,0.0,0.08700323104858398,0.0,0.7314074635505676
75,(주)제로투세븐,0.0,0.0,0.0,0.9976405501365662,0.0,0.0
76,(주)스타비젼,0.0,0.0,0.886450469493866,0.0,0.1011374294757843,0.0
77,엘브이엠에치코스메틱스(유),0.0872025415301323,0.5982457399368286,0.0951448455452919,0.0,0.0,0.21848151087760925
78,에이치엠엠(주),0.0195811465382576,0.6235968470573425,0.0,0.27590271830558777,0.0,0.07991670072078705
79,(주)텐바이텐,0.0,0.0,0.1781439185142517,0.0,0.21803966164588928,0.6013017892837524
80,(주)부릉,0.0,0.05723694711923599,0.0,0.08649306744337082,0.6356655359268188,0.22021394968032837
81,(주)쉥커코리아,0.0,0.024235596880316734,0.0,0.0,0.0,0.9744541049003601
82,엔에스쇼핑(주),0.0,0.05043184012174606,0.0,0.9376074075698853,0.0,0.010845379903912544
83,대성산업(주),0.0,0.0,0.0,0.9976067543029785,0.0,0.0
84,(주)포스코인터내셔널,0.0,0.6690842509269714,0.0,0.3218279480934143,0.0,0.0
85,(주)컴퓨존,0.22873876988887787,0.0,0.7257144451141357,0.012282067909836769,0.0,0.030896620824933052
86,(주)엠티콜렉션,0.0,0.0,0.7305100560188293,0.0,0.2596406936645508,0.0
87,아디다스코리아(유),0.0,0.9066663384437561,0.0,0.0,0.0,0.09108733385801315
88,이스타항공(주),0.0,0.0,0.0,0.9894766807556152,0.0,0.0
89,에이랜드(주),0.29218563437461853,0.0,0.705808162689209,0.0,0.0,0.0
90,한국에스엠씨(주),0.01074257493019104,0.6360523700714111,0.04610971361398697,0.0,0.30565977096557617,0.0
91,한국화이자제약(주),0.0,0.09347677230834961,0.0,0.0,0.0,0.9029423594474792
92,미스터피자 (매장),0.5024324059486389,0.0,0.49180179834365845,0.0,0.0,0.0
93,(주)아가방앤컴퍼니,0.0,0.0188173595815897,0.7069971561431885,0.2727336287498474,0.0,0.0
94,부산교통공사,0.9983301758766174,0.0,0.0,0.0,0.0,0.0
95,유한책임회사디캐이,0.39818376302719116,0.0,0.14112715423107147,0.4554252028465271,0.0,0.0
96,비티지(주),0.0,0.0,0.0,0.0,0.9935731887817383,0.0
97,삼성물산(주) 상사부문,0.0,0.7551607489585876,0.0,0.23973751068115234,0.0,0.0
98,교보핫트랙스(주),0.10386455059051514,0.0,0.024004096165299416,0.0,0.8690096139907837,0.0
99,(주)트라이씨클,0.0,0.013696865178644657,0.7990477681159973,0.032712265849113464,0.08721358329057693,0.0670018196105957
100,(주)케이제이씨디스플레이코퍼레이션,0.0,0.0,0.6533785462379456,0.0,0.3452335596084595,0.0
101,샤넬코리아(유),0.3390748202800751,0.5737654566764832,0.037903137505054474,0.0,0.0,0.046578969806432724
102,이니스프리(주),0.0,0.0,0.0,0.0,0.0,0.9935449361801147
103,(주)카스,0.0,0.0,0.3236866593360901,0.6672201156616211,0.0,0.0
104,(주)아이마켓코리아,0.0,0.3760163486003876,0.0,0.6216598153114319,0.0,0.0
105,루이비통코리아(유),0.9949362277984619,0.0,0.0,0.0,0.0,0.0
106,(주)비즈마켓,0.0,0.032485656440258026,0.780706524848938,0.09885802119970322,0.08747455477714539,0.0
107,(주)필립스코리아,0.0,0.35842353105545044,0.0,0.01764027029275894,0.2552341818809509,0.3677632808685303
108,한성자동차(주),0.5884543657302856,0.315846711397171,0.08603057265281677,0.0,0.0,0.0
109,한국피앤지판매(유),0.0,0.6119214296340942,0.0,0.0,0.02803213894367218,0.3581104576587677
110,아이쿱 자연드림,0.28222569823265076,0.0,0.5139002203941345,0.14951808750629425,0.0,0.053661324083805084
111,스와치그룹코리아(주),0.0,0.9970247149467468,0.0,0.0,0.0,0.0
112,(주)LX인터내셔널,0.0,0.9474337697029114,0.0,0.02267027646303177,0.0,0.027737155556678772
113,진에어(주),0.0,0.0,0.0,0.9977952241897583,0.0,0.0
114,(주)비에스케이코퍼레이션,0.0,0.0,0.8438827991485596,0.0,0.09684783965349197,0.05753833055496216
115,에이치디엑스(주),0.0,0.0,0.7693287134170532,0.2252362072467804,0.0,0.0
116,코닝정밀소재(주),0.3857431709766388,0.581361711025238,0.0,0.031792186200618744,0.0,0.0
117,올림푸스한국(주),0.0,0.2649853527545929,0.0,0.731881320476532,0.0,0.0
118,브리티쉬아메리칸토바코코리아(주),0.13199633359909058,0.0,0.0,0.0,0.0,0.8638468384742737
119,(주)클라우드나인마케팅,0.0,0.0,0.9984018206596375,0.0,0.0,0.0
120,(주)그린글로브라인,0.0,0.0,0.9898400902748108,0.0,0.0,0.0
121,(주)서원유통,0.5556941628456116,0.0,0.44327184557914734,0.0,0.0,0.0
122,(주)에프앤디넷,0.0,0.0,0.9928776621818542,0.0,0.0,0.0
123,(주)엔터식스패션쇼핑몰,0.0857674703001976,0.0,0.733814001083374,0.0,0.1773916780948639,0.0
124,(주)리드코프,0.01791260577738285,0.0,0.38765519857406616,0.5934318900108337,0.0,0.0
125,(주)홈앤쇼핑,0.0,0.024298792704939842,0.0,0.7029771208763123,0.2519521713256836,0.019901836290955544
126,(주)지피클럽,0.0,0.0,0.6601583361625671,0.3384700417518616,0.0,0.0
127,아시아나에어포트(주),0.9980341792106628,0.0,0.0,0.0,0.0,0.0
128,(주)리치몬트코리아,0.0,0.8356615304946899,0.0,0.0,0.1371753215789795,0.022571558132767677
129,뉴스킨코리아(주),0.0,0.8628726005554199,0.0,0.0,0.13484570384025574,0.0
130,(주)한국미스미,0.0,0.19068288803100586,0.0,0.08374941349029541,0.3829575777053833,0.33792123198509216
131,(주)아성에이치엠피,0.0,0.5572566986083984,0.29932701587677,0.043050434440374374,0.09642816334962845,0.0
132,(주)메가마트,0.0,0.0,0.0,0.41274362802505493,0.0,0.5851077437400818
133,(주)모나미,0.0,0.0227250624448061,0.5316728949546814,0.013438563793897629,0.43169108033180237,0.0
134,(주)스킨푸드,0.0,0.0,0.5819397568702698,0.4135165214538574,0.0,0.0
135,한국공항공사,0.138484388589859,0.859030544757843,0.0,0.0,0.0,0.0
136,(주)한국시세이도,0.0,0.4680587947368622,0.08473095297813416,0.0,0.44591426849365234,0.0
137,대림코퍼레이션(주),0.0,0.07348329573869705,0.0,0.9236376881599426,0.0,0.0
138,알라딘커뮤니케이션(주),0.7022641897201538,0.0,0.29475289583206177,0.0,0.0,0.0
139,(주)까사미아,0.07439877837896347,0.0,0.9213569164276123,0.0,0.0,0.0
140,(주)한독모터스,0.05039217323064804,0.0,0.946848452091217,0.0,0.0,0.0
141,(주)아이에스이커머스,0.0,0.0,0.0,0.019089097157120705,0.9738131165504456,0.0
142,(주)더본코리아,0.0,0.2274027168750763,0.6311913132667542,0.10031326115131378,0.03343076631426811,0.0
143,(주)케이비원,0.0,0.0,0.4763762354850769,0.5219685435295105,0.0,0.0
144,아이피엑스(주),0.0,0.1271696239709854,0.0,0.0,0.3212874233722687,0.5477377772331238
145,(주)익스피다이터스코리아,0.05719176307320595,0.0,0.3166133165359497,0.0,0.619365394115448,0.0
146,(주)에스와이에스리테일,0.34339770674705505,0.0,0.1983090490102768,0.4039400517940521,0.05132948234677315,0.0
147,(주)영원무역,0.0,0.0,0.8077867031097412,0.18982361257076263,0.0,0.0
148,SK네트웍스(주),0.0,0.1292416751384735,0.0,0.6922875046730042,0.0,0.17315013706684113
149,(주)초록마을,0.0,0.0,0.0,0.01181615050882101,0.9858485460281372,0.0
150,대구교통공사,0.9976412653923035,0.0,0.0,0.0,0.0,0.0
151,세방(주),0.37453487515449524,0.3349468410015106,0.0,0.2763710618019104,0.0,0.01301660481840372
152,한국휴렛팩커드(유),0.0,0.9282277226448059,0.0,0.0,0.0,0.06570371240377426
153,(주)하나로티앤에스,0.04426160827279091,0.0,0.054901864379644394,0.8548353314399719,0.0,0.0454135499894619
154,디케이에스에이치코리아(주),0.0,0.014031898230314255,0.0,0.8167769312858582,0.1670413315296173,0.0
155,(주)룩옵틱스,0.0,0.0,0.29344722628593445,0.6969271302223206,0.0,0.0
156,용마로지스(주),0.053143344819545746,0.042065009474754333,0.6631430387496948,0.21943695843219757,0.0,0.021889010444283485
157,코레일네트웍스(주),0.9978845119476318,0.0,0.0,0.0,0.0,0.0
158,한세엠케이(주),0.0,0.45239999890327454,0.15835048258304596,0.3507286012172699,0.03723092004656792,0.0
159,(주)크레이버코퍼레이션,0.0,0.04357513040304184,0.0340806245803833,0.047746140509843826,0.12284205853939056,0.751422107219696
160,크레텍책임(주),0.0,0.0,0.024316735565662384,0.973287045955658,0.0,0.0
161,(주)다비치안경체인,0.0,0.0,0.9933851361274719,0.0,0.0,0.0
162,인천국제공항공사,0.5143807530403137,0.2199082374572754,0.0,0.23471996188163757,0.0,0.029828697443008423
163,(주)한익스프레스,0.0,0.6127116084098816,0.31879520416259766,0.0670325979590416,0.0,0.0
164,아름다운가게,0.6513070464134216,0.0,0.0,0.0,0.0,0.34272632002830505
165,영풍문고(주),0.8046714067459106,0.0,0.1917998194694519,0.0,0.0,0.0
166,메르세데스벤츠코리아(주),0.0,0.9961031079292297,0.0,0.0,0.0,0.0
167,(주)에스지세계물산,0.0,0.042364511638879776,0.0,0.9522020220756531,0.0,0.0
168,(주)카버코리아,0.0,0.35988175868988037,0.0,0.0,0.6381891369819641,0.0
169,티웨이항공(주),0.09225791692733765,0.030950240790843964,0.03506557270884514,0.8407638072967529,0.0,0.0
170,(주)서울문고,0.027959100902080536,0.027939017862081528,0.8600322604179382,0.028021058067679405,0.027964603155851364,0.028084024786949158
171,리앤풍한국(주),0.0,0.0,0.0,0.984402596950531,0.0,0.0
172,하이네켄코리아(주),0.0,0.9252273440361023,0.0,0.0,0.07260583341121674,0.0
173,(주)혜인식품,0.0,0.0,0.9935258030891418,0.0,0.0,0.0
174,비엠더블유코리아(주),0.0,0.8778900504112244,0.0,0.0,0.11688841134309769,0.0
175,롯데쇼핑(주),0.9766067266464233,0.0,0.0,0.0,0.0,0.0
176,에어부산(주),0.0,0.0,0.0,0.9971981644630432,0.0,0.0
177,한국머스크(주),0.0,0.6596327424049377,0.0,0.0,0.0,0.3384205996990204
178,(주)올가홀푸드,0.13175272941589355,0.0,0.863631010055542,0.0,0.0,0.0
179,인천교통공사,0.9964767694473267,0.0,0.0,0.0,0.0,0.0
180,유피에스에스씨에스코리아(주),0.0,0.9159520864486694,0.0,0.0,0.06709820032119751,0.0
181,팬오션(주),0.2314138561487198,0.24671415984630585,0.13141916692256927,0.22955107688903809,0.0,0.15977783501148224
182,한일후지코리아(주),0.0,0.0,0.9868592023849487,0.0,0.0,0.0
183,(주)태웅로직스,0.0,0.28610965609550476,0.4187268018722534,0.2933257520198822,0.0,0.0
184,도이치모터스(주),0.052379824221134186,0.0,0.8886137008666992,0.0,0.0,0.057704661041498184
185,모다아울렛(주),0.2632676362991333,0.0,0.7347915768623352,0.0,0.0,0.0
186,애플코리아(유),0.7532569169998169,0.21994002163410187,0.0,0.0,0.02580096386373043,0.0
187,중소기업유통센터(주),0.0,0.18027986586093903,0.1890299916267395,0.044455062597990036,0.537712812423706,0.04181080311536789
188,(주)밀레코리아,0.0,0.0,0.0,0.0,0.9993849396705627,0.0
189,(주)이스트엔드,0.0,0.0,0.0,0.0,0.9926086068153381,0.0
190,사노피아벤티스코리아(주),0.0,0.9447166323661804,0.0,0.0,0.0,0.05075816065073013
191,한국공항(주),0.9810242056846619,0.0,0.013290749862790108,0.0,0.0,0.0
192,키엔스코리아(주),0.4214649498462677,0.1971510797739029,0.15421313047409058,0.04230225831270218,0.1760585755109787,0.0
193,(주)오피스디포코리아,0.0,0.36686497926712036,0.5587358474731445,0.0727846696972847,0.0,0.0
194,유니코로지스틱스(주),0.0,0.0,0.17955398559570312,0.0,0.37675395607948303,0.44219231605529785
195,한국존슨앤드존슨메디칼(주),0.0,0.30265483260154724,0.0,0.0,0.07759365439414978,0.617332935333252
196,현대종합상사(주),0.0,0.9675576686859131,0.0,0.0,0.0,0.0
197,(주)와우벤처스,0.0,0.0,0.02506410703063011,0.3593261241912842,0.6133639812469482,0.0
198,대구백화점(주),0.0,0.0,0.3539849519729614,0.6405796408653259,0.0,0.0
199,폭스바겐그룹코리아(주),0.0,0.0,0.0,0.0,0.8977433443069458,0.09471366554498672
200,(주)우아한청년들,0.2843199074268341,0.02047927863895893,0.0,0.0,0.0,0.694334089756012
201,교촌에프앤비(주),0.0,0.23979367315769196,0.0,0.5918835997581482,0.16619181632995605,0.0
202,해피랜드에프앤씨(주),0.033751942217350006,0.03374248370528221,0.8313677906990051,0.03376436606049538,0.03362790495157242,0.03374548256397247
203,(주)바바리안모터스,0.3521748483181,0.0,0.6365242600440979,0.010181166231632233,0.0,0.0
204,슈나이더일렉트릭코리아(주),0.0,0.597300112247467,0.0,0.0,0.013435331173241138,0.3872015178203583
205,쥴릭파마코리아(주),0.0,0.05215649679303169,0.0,0.0,0.0,0.9455363750457764
206,소니코리아(주),0.0,0.9961026906967163,0.0,0.0,0.0,0.0
207,한국엠에스디(주),0.0,0.579257071018219,0.0,0.0,0.0,0.41673338413238525
208,이폴리움(주),0.0,0.0,0.6807665228843689,0.11399722099304199,0.203735813498497,0.0
209,리레코코리아(주),0.0,0.2283191829919815,0.7670336365699768,0.0,0.0,0.0
210,엘에스네트웍스(주),0.0,0.04216969385743141,0.0,0.9503530859947205,0.0,0.0
211,장금상선(주),0.09718167036771774,0.19336356222629547,0.0,0.7051345109939575,0.0,0.0
212,(주)한화갤러리아,0.0,0.35648590326309204,0.0,0.06530319154262543,0.0,0.5739254355430603
213,롯데아사히주류(주),0.015304964035749435,0.9233985543251038,0.0153382932767272,0.015354525297880173,0.015318568795919418,0.015285082161426544
214,(주)디에스브이에어앤씨,0.0,0.977586567401886,0.012060334905982018,0.0,0.0,0.0
215,(주)씨이오인터내셔널,0.0,0.0,0.6351122856140137,0.17497187852859497,0.1887895166873932,0.0
216,디에이치엘글로벌포워딩코리아(주),0.02416100539267063,0.8910576105117798,0.0,0.035279154777526855,0.0,0.04484375938773155
217,칼자이스(주),0.0,0.9966837763786316,0.0,0.0,0.0,0.0
218,한국팜비오(주),0.0,0.0,0.2577691674232483,0.7404782772064209,0.0,0.0
219,(주)일룸,0.9960650205612183,0.0,0.0,0.0,0.0,0.0
220,대원미디어(주),0.0,0.0,0.13814356923103333,0.6999696493148804,0.15721586346626282,0.0
221,힐티코리아(주),0.0,0.8202604055404663,0.06981608271598816,0.0,0.10797850787639618,0.0
222,마리오아울렛(주),0.0,0.0,0.2821260392665863,0.48978739976882935,0.0,0.22313129901885986
223,천삼백케이(주),0.01686447113752365,0.016868622973561287,0.9156262278556824,0.01692766137421131,0.016818275675177574,0.01689474657177925
224,(주)씨티씨바이오,0.0,0.0,0.9959021210670471,0.0,0.0,0.0
225,(주)디에스이엔,0.0,0.0,0.0,0.3395732641220093,0.649016261100769,0.0
226,케어캠프(주),0.0573081411421299,0.44254910945892334,0.0766385868191719,0.3297997713088989,0.09053216874599457,0.0
227,파슬코리아(유),0.0,0.46601995825767517,0.14810508489608765,0.0,0.0,0.38055285811424255
228,풍림무약(주),0.0,0.0,0.0,0.36983761191368103,0.0,0.6244033575057983
229,(주)젬백스링크,0.0,0.5771627426147461,0.0,0.2550220787525177,0.0,0.16542504727840424
230,백제약품(주),0.3408110737800598,0.0,0.6565486192703247,0.0,0.0,0.0
231,체리쉬(주),0.01684213988482952,0.9156776666641235,0.016882911324501038,0.016857614740729332,0.016877109184861183,0.016862565651535988
232,코레일유통(주),0.7606407999992371,0.23701883852481842,0.0,0.0,0.0,0.0
233,히타치하이테크코리아(주),0.08285454660654068,0.4820419251918793,0.42723527550697327,0.0,0.0,0.0
234,(주)비에이치씨,0.0,0.035373326390981674,0.41703590750694275,0.41293302178382874,0.052836619317531586,0.08017493784427643
235,(주)뮬라,0.0,0.0,0.6702000498771667,0.0,0.32463595271110535,0.0
236,제이씨현시스템(주),0.0,0.0,0.9274842143058777,0.05831195041537285,0.0135958818718791,0.0
237,농협하나로마트 (매장),0.8482652902603149,0.0,0.0,0.0,0.0,0.14863155782222748
238,메틀러토레도코리아(주),0.013855043798685074,0.14244094491004944,0.030208434909582138,0.0,0.6890984177589417,0.12374379485845566
239,아이씨뱅큐(주),0.0,0.17758238315582275,0.7942805886268616,0.0,0.0,0.02549193799495697
240,천일정기화물자동차(주),0.0,0.0,0.40348899364471436,0.5933644771575928,0.0,0.0
241,파나소닉디바이스세일즈코리아(주),0.0,0.6618785262107849,0.0,0.13517765700817108,0.1990230828523636,0.0
242,한국애보트(주),0.0,0.9947352409362793,0.0,0.0,0.0,0.0
243,한국에머슨프로세스매니지먼트(주),0.0,0.0,0.02687007561326027,0.4482729136943817,0.0,0.5203017592430115
244,코리아이플랫폼(주),0.0,0.5685108304023743,0.394093781709671,0.029664209112524986,0.0,0.0
245,투쿨포스쿨(주),0.0,0.0,0.4975775182247162,0.2223917841911316,0.27437886595726013,0.0
246,머크(주),0.0,0.9625903367996216,0.0,0.0,0.01639304868876934,0.01930895820260048
247,케이지케미칼(주),0.0,0.0,0.10655976831912994,0.09888236224651337,0.0,0.7911859154701233
248,(주)뉴트리원,0.0,0.0,0.05194763094186783,0.0,0.947494626045227,0.0
249,선진로지스틱스(주),0.0,0.39521360397338867,0.5766645073890686,0.0,0.02617873251438141,0.0
250,디만트코리아(주),0.0,0.0,0.650622546672821,0.0,0.34784427285194397,0.0
251,서영이앤티(주),0.0,0.06030716001987457,0.0,0.025030648335814476,0.9086069464683533,0.0
252,버버리코리아(주),0.4389982223510742,0.0,0.0,0.0,0.5565121173858643,0.0
253,퀴네앤드나겔(주),0.0,0.7863498330116272,0.0,0.0,0.0,0.2086273431777954
254,(주)더블유컨셉코리아,0.0,0.40122589468955994,0.0,0.0,0.4879792630672455,0.1087152436375618
255,한국일본통운(주),0.0,0.21228384971618652,0.0,0.0,0.7842612266540527,0.0
256,자안그룹(주),0.04218123108148575,0.04213755577802658,0.04205579683184624,0.7895961403846741,0.04202631488442421,0.04200293868780136
257,푸마코리아(유),0.0,0.9387176632881165,0.0,0.0,0.059340883046388626,0.0
258,에스엔패션그룹(주),0.034085433930158615,0.0,0.18578317761421204,0.0,0.08499495685100555,0.6935615539550781
259,롯데상사(주),0.0,0.8912211656570435,0.0,0.08194738626480103,0.0,0.025056028738617897
260,패션플러스(주),0.0,0.10783203691244125,0.48039254546165466,0.24517253041267395,0.16482961177825928,0.0
261,그룹세브코리아(유),0.0,0.2846437096595764,0.0,0.11091100424528122,0.6010078191757202,0.0
262,로젠(주),0.0,0.108252614736557,0.6249527931213379,0.0,0.23293747007846832,0.027322089299559593
263,도루코(주),0.0,0.013408053666353226,0.0,0.9836102724075317,0.0,0.0
264,포탈하이웨이(주),0.7011092901229858,0.0,0.2922312617301941,0.0,0.0,0.0
265,한국무라타전자(주),0.0,0.0,0.0,0.9756870865821838,0.022007059305906296,0.0
266,비기닝리테일(주),0.0,0.2773096263408661,0.41479751467704773,0.02799127995967865,0.27936336398124695,0.0
267,피에르파브르더모코스메틱코리아(유) ,0.0,0.07365899533033371,0.0,0.0,0.9239960312843323,0.0
268,디자인벤처스(주),0.0,0.0,0.42115411162376404,0.37115275859832764,0.20636442303657532,0.0
269,위본모터스(주),0.3441911041736603,0.0,0.0,0.06002534553408623,0.483704149723053,0.10960016399621964
270,전자랜드(주),0.977249801158905,0.0,0.0,0.0,0.0,0.0
271,(주)피피비스튜디오스,0.0,0.0,0.0,0.019567884504795074,0.677252471446991,0.2966183125972748
272,스와로브스키코리아(주),0.1307756006717682,0.8640468120574951,0.0,0.0,0.0,0.0
273,한국노바티스(주),0.0,0.5821269154548645,0.0,0.0,0.330904096364975,0.08220089972019196
274,디케이메디칼솔루션(주),0.0,0.02557402104139328,0.15810394287109375,0.7868830561637878,0.0,0.020821422338485718
275,한국먼디파마(유),0.0,0.0,0.0,0.0,0.0,0.9808744788169861
276,한국알콘(주),0.0,0.6748722791671753,0.19332236051559448,0.0,0.12720878422260284,0.0
277,대상베스트코(주),0.11953835934400558,0.0,0.8694148063659668,0.0,0.0,0.0
