,cmp,0,1,2,3,4,5,6,7,8,9
127,예술의전당,0.0,0.0,0.0,0.0,0.0,0.0,0.9863576292991638,0.0,0.0,0.0
128,(주)교학사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908128380775452,0.0
129,(주)지학사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950805902481079
130,(주)지우컴퍼니,0.0,0.0,0.0,0.0,0.010914548300206661,0.0,0.0,0.9862168431282043,0.0,0.0
131,(주)키스톤마케팅컴퍼니,0.0,0.0,0.0,0.0,0.0,0.9989973902702332,0.0,0.0,0.0,0.0
132,(주)상화,0.0,0.0,0.0,0.0,0.0,0.0,0.9626973867416382,0.01990383118391037,0.0,0.0
133,(주)예림당,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971867024898529
134,와이비엠(주),0.0,0.0,0.9932811260223389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,(주)동심,0.0,0.0,0.0,0.995925784111023,0.0,0.0,0.0,0.0,0.0,0.0
136,(주)바른컴퍼니,0.0,0.0,0.0,0.0,0.9956502914428711,0.0,0.0,0.0,0.0,0.0
137,(주)양유,0.0,0.0,0.0,0.0,0.9549865126609802,0.0,0.0,0.0,0.0,0.0
138,(주)삼성출판사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910852909088135,0.0,0.0
139,머니투데이(주),0.0,0.0,0.0,0.0,0.0,0.0,0.20635269582271576,0.7869777083396912,0.0,0.0
140,(주)비욘드마케팅그룹,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9918149709701538,0.0,0.0
141,(주)모티브플럭스인터렉티브,0.0,0.0,0.0,0.0,0.7715224623680115,0.0,0.0,0.22039321064949036,0.0,0.0
142,토이온(주),0.020005380734801292,0.020006731152534485,0.020004767924547195,0.02000826969742775,0.8199304342269897,0.020015239715576172,0.020007029175758362,0.020008008927106857,0.020006174221634865,0.02000800520181656
143,메이비원(주),0.0,0.0,0.0,0.0,0.6740755438804626,0.0,0.0,0.31604376435279846,0.0,0.0
144,씨제이파워캐스트(주),0.016674039885401726,0.01667274534702301,0.01667122170329094,0.016673840582370758,0.016673482954502106,0.016671093180775642,0.016673054546117783,0.8499455451965332,0.01667274534702301,0.016672268509864807
145,(주)디스트릭트코리아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9956920146942139,0.0,0.0
146,(주)바이널아이,0.012501932680606842,0.012502482160925865,0.887474775314331,0.01250319741666317,0.012502208352088928,0.012503080070018768,0.012503478676080704,0.012503801845014095,0.012502751313149929,0.012502291239798069
147,(주)타라그래픽스,0.0,0.0,0.0,0.0,0.47734373807907104,0.0,0.08667273074388504,0.4308343231678009,0.0,0.0
148,(유)유니북스,0.0,0.0,0.0,0.0,0.21496514976024628,0.0,0.0,0.2539075016975403,0.5250380039215088,0.0
149,오로라월드(주),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5512790679931641,0.4457566440105438,0.0
