,cmp,0,1,2,3,4,5,6,7
74,한국기술교육대학교,0.6011413335800171,0.25345396995544434,0.11665251851081848,0.024612465873360634,0.0,0.0,0.0,0.0
75,(주)더조은아카데미,0.0,0.0,0.3676660358905792,0.0,0.0,0.0,0.0,0.6160075068473816
76,인키움(주),0.0,0.0,0.9688941240310669,0.0,0.0,0.02205658331513405,0.0,0.0
77,(주)지식과미래,0.6179858446121216,0.0,0.0,0.0,0.0,0.35697025060653687,0.0,0.0
78,(주)지일이삼공교육,0.0,0.0,0.3120085299015045,0.0,0.6462603807449341,0.0,0.0,0.0
79,(주)티엠디교육그룹,0.0,0.0,0.9894408583641052,0.0,0.0,0.0,0.0,0.0
80,(주)데이원컴퍼니 레모네이드,0.0,0.0,0.9963642358779907,0.0,0.0,0.0,0.0,0.0
81,(주)이지수능교육,0.0,0.0,0.0,0.0,0.9883126020431519,0.0,0.0,0.0
82,(주)현대경제연구원,0.0,0.4717682898044586,0.0,0.0,0.5125799775123596,0.0,0.0,0.0
83,(주)대교에듀캠프,0.0,0.0,0.3531785309314728,0.0,0.0,0.6297491788864136,0.0,0.0
84,HIENGLISH KOREA,0.0,0.0,0.5451004505157471,0.0,0.4298664331436157,0.0,0.0,0.0
85,(주)민병철교육그룹,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939550161361694
86,(주)다락원,0.0,0.034087251871824265,0.0,0.0,0.0,0.9566371440887451,0.0,0.0
87,인천영어마을,0.0,0.0,0.0,0.019852878525853157,0.9709853529930115,0.0,0.0,0.0
88,(주)에듀라인,0.0,0.0,0.7601546049118042,0.0,0.22969433665275574,0.0,0.0,0.0
89,(주)링구아교육 링구아어학원,0.0,0.0,0.0,0.0,0.9975927472114563,0.0,0.0,0.0
