,cmp,0,1,2,3,4,5,6
79,(주)포스코와이드,0.0,0.35860300064086914,0.0,0.11635138094425201,0.5235316157341003,0.0,0.0
80,(주)핏펫,0.9994065165519714,0.0,0.0,0.0,0.0,0.0,0.0
81,(주)서울랜드,0.0,0.15054412186145782,0.2357172816991806,0.0,0.0,0.0,0.6103816628456116
82,코레일관광개발(주),0.0,0.0,0.9965848922729492,0.0,0.0,0.0,0.0
83,하이엠솔루텍(주),0.0,0.0,0.0,0.0,0.9928661584854126,0.0,0.0
84,(주)요거프레소,0.0,0.992886483669281,0.0,0.0,0.0,0.0,0.0
85,(주)발렉스서비스,0.0,0.7867938280105591,0.0,0.0,0.21178323030471802,0.0,0.0
86,(주)강원랜드,0.49141108989715576,0.0,0.37700918316841125,0.0,0.12783023715019226,0.0,0.0
87,(주)디티앤씨,0.0,0.0,0.0,0.0,0.0,0.9979941844940186,0.0
88,(주)지씨셀,0.0,0.0,0.11951816827058792,0.0,0.1772448718547821,0.6727132797241211,0.029853161424398422
89,(주)아데코코리아,0.0,0.0,0.48925021290779114,0.0,0.32937493920326233,0.17315325140953064,0.0
90,(주)나이스디앤비,0.0,0.0,0.0,0.0,0.985530436038971,0.01274988241493702,0.0
91,(주)씨제이텔레닉스,0.27228444814682007,0.21068671345710754,0.0,0.30065658688545227,0.21219435334205627,0.0,0.0
92,인크루트(주),0.06675084680318832,0.0,0.0,0.0,0.9140570759773254,0.0,0.017760593444108963
93,커리어케어(주),0.0,0.0,0.36504417657852173,0.0,0.5733519196510315,0.0,0.058984365314245224
94,엘비휴넷(주),0.0,0.05533537641167641,0.1816854625940323,0.0,0.7322701215744019,0.028951754793524742,0.0
95,(주)바이오톡스텍,0.0,0.43156498670578003,0.0,0.0,0.0,0.19777198135852814,0.3688177764415741
96,(주)킨텍스,0.0,0.0,0.05595408007502556,0.0,0.9314607977867126,0.0,0.0
97,법무법인(유)율촌,0.0,0.0,0.0,0.0,0.8896658420562744,0.10744179785251617,0.0
98,한국평가데이터(주),0.11582542955875397,0.0,0.6965466737747192,0.0,0.1853952258825302,0.0,0.0
99,(주)쥬비스,0.0,0.0,0.0,0.0,0.0,0.0,0.9913048148155212
100,제이더블유메리어트호텔,0.0,0.0,0.0,0.9934312105178833,0.0,0.0,0.0
101,후니드(주),0.0,0.0,0.45172473788261414,0.0,0.5458351969718933,0.0,0.0
102,(주)아이비에스인더스트리,0.0,0.9968492984771729,0.0,0.0,0.0,0.0,0.0
103,(주)타이드스퀘어,0.0,0.0,0.0,0.0,0.9373746514320374,0.0,0.05588280409574509
104,(주)더메인즈,0.0,0.0,0.0,0.0,0.8768662214279175,0.08536387234926224,0.0
105,(주)인터비즈시스템,0.0,0.15503615140914917,0.01541792880743742,0.0,0.827051043510437,0.0,0.0
106,파르나스호텔(주),0.0,0.0,0.0,0.2798716425895691,0.6789865493774414,0.0,0.03947899863123894
