,company_name,adv_topic_0,adv_topic_1,adv_topic_2,adv_topic_3,adv_topic_4,adv_topic_5,dadv_topic_0,dadv_topic_1,dadv_topic_2,dadv_topic_3,dadv_topic_4,dadv_topic_5,dadv_topic_6,average_salary,total_sale,turn_over_rate
1452,신화인터텍,0.0,0.6030636429786682,0.0,0.0,0.3285751044750213,0.0662645995616912,0.3442243337631225,0.0,0.0,0.1539361625909805,0.2889504432678222,0.0,0.2119372338056564,4713,2178.4,0.3
1453,현담산업,0.0,0.4676005840301513,0.032361514866352,0.0,0.4982722699642181,0.0,0.5746934413909912,0.1508670002222061,0.0,0.0,0.2729723751544952,0.0,0.0,5612,2620.2,0.17
1454,본느,0.0,0.0,0.1353590786457061,0.0,0.0,0.8620283007621765,0.0,0.0,0.1588129103183746,0.0,0.6088284254074097,0.0,0.2313055843114853,2083,202.2,1.51
1455,제이오텍,0.0260681081563234,0.3851215243339538,0.0546973422169685,0.4917196631431579,0.0,0.0421220101416111,0.3902968168258667,0.0,0.442302793264389,0.0243285074830055,0.0976947173476219,0.0,0.0441032275557518,4102,518.7,0.15
1456,크리스에프앤씨,0.0,0.2849180400371551,0.0,0.0,0.0,0.7134367823600769,0.0,0.0,0.0882931947708129,0.0,0.3926336467266083,0.0,0.5178671479225159,4490,3759.4,0.48
1457,아이쓰리시스템,0.1447186022996902,0.7501907348632812,0.0,0.0,0.0776798725128173,0.0258921962231397,0.5962132215499878,0.0101208416745066,0.0,0.0580802969634532,0.0,0.0,0.3268571197986603,4668,797.2,0.14
1458,씨앤씨인터내셔널,0.0,0.4150469303131103,0.0442435555160045,0.2077477574348449,0.0552689656615257,0.2771200537681579,0.1182903870940208,0.0,0.078407235443592,0.0864852592349052,0.0972161814570427,0.0,0.6189319491386414,3675,836.6,0.3
1459,신양금속공업,0.0,0.4857200980186462,0.0,0.073063388466835,0.4395385980606079,0.0,0.2126233428716659,0.0,0.0,0.0,0.0,0.04212636500597,0.7366049289703369,5308,2146.2,0.32
1460,유엘코리아,0.2977825701236725,0.0,0.0,0.5722303986549377,0.0,0.1285142302513122,0.0,0.3851507306098938,0.2951374650001526,0.1738765239715576,0.1445984244346618,0.0,0.0,5688,275.1,0.16
1461,티씨케이,0.0,0.9893428683280944,0.0,0.0,0.0,0.0,0.7119811177253723,0.107187233865261,0.0,0.1795533448457718,0.0,0.0,0.0,7620,2707.7,0.19
1462,하나머티리얼즈,0.0,0.8217976689338684,0.0,0.0,0.1450072526931762,0.0320371426641941,0.6971855759620667,0.3014146983623504,0.0,0.0,0.0,0.0,0.0,7428,2711.0,0.22
1463,잉크테크,0.0,0.8109992742538452,0.0,0.0,0.0,0.1787064224481582,0.3637229204177856,0.0,0.0,0.0,0.6216389536857605,0.0,0.0,4364,529.7,0.16
1464,풀무원,0.2407047897577285,0.0,0.2873322963714599,0.2573638558387756,0.018411137163639,0.1955971270799636,0.113374687731266,0.0,0.0,0.0179802123457193,0.681784451007843,0.0,0.1835027486085891,5763,1165.0,0.21
1465,코리아에프티,0.0,0.9808411598205566,0.0,0.0,0.0164313446730375,0.0,0.6564795970916748,0.2460365891456604,0.0,0.0,0.0924741998314857,0.0,0.0,5323,2622.7,0.2
1466,아로마티카,0.0,0.0,0.1721978038549423,0.0628752559423446,0.0,0.7624030113220215,0.0,0.0,0.1304269433021545,0.0,0.3982325792312622,0.0,0.470563143491745,4996,262.7,0.4
1467,지아이티,0.3360396027565002,0.3859466314315796,0.1546294391155243,0.0312989093363285,0.0,0.0913243740797042,0.0,0.1162852868437767,0.0999759659171104,0.0593653731048107,0.7162421345710754,0.0,0.0,4030,33.5,0.85
1468,뱅뱅어패럴,0.0,0.0,0.0,0.0,0.0894338637590408,0.905685305595398,0.3077438175678253,0.0,0.0,0.0,0.0,0.0,0.6885777115821838,4102,718.1,0.32
1469,유텔,0.0,0.6093453168869019,0.0,0.320029467344284,0.0,0.064219556748867,0.291183203458786,0.0140882991254329,0.0894913524389267,0.2271939367055893,0.0923680663108825,0.0,0.2851899862289428,4823,494.8,0.36
1470,대원강업,0.0,0.9690793752670288,0.0,0.0,0.0257009379565715,0.0,0.5633857846260071,0.1104914397001266,0.0,0.0,0.3229160904884338,0.0,0.0,8556,6192.4,0.22
1471,서울우유협동조합,0.3865998387336731,0.0,0.0513270162045955,0.0,0.5599751472473145,0.0,0.3432713449001312,0.2344219386577606,0.0,0.1000880897045135,0.2498387545347213,0.0716798529028892,0.0,6082,1800.0,0.12
1472,디엠에스,0.0,0.3751879036426544,0.0,0.0,0.3209419250488281,0.3001282215118408,0.333120197057724,0.0,0.0,0.0,0.0,0.0,0.6628476977348328,2972,626.9,0.27
1473,이씨스,0.0,0.5368388891220093,0.0,0.0,0.1997073292732238,0.2624164819717407,0.3846596181392669,0.0,0.0,0.0,0.0510523431003093,0.0,0.5636080503463745,3083,1261.1,0.08
1474,신성델타테크,0.0,0.6544654369354248,0.0,0.3419126570224762,0.0,0.0,0.331266313791275,0.2566948533058166,0.0830320343375206,0.0982959046959877,0.1147160157561302,0.0,0.1152877584099769,6115,1591.2,0.26
1475,신한다이아몬드공업,0.0393373854458332,0.0960412248969078,0.0,0.1453568935394287,0.7152546048164368,0.0,0.0,0.1854372322559356,0.0,0.2313978224992752,0.0,0.0,0.5775366425514221,4676,1496.7,0.21
1476,일진제강,0.0,0.7449691295623779,0.0,0.2506558895111084,0.0,0.0,0.7253431677818298,0.217314213514328,0.0,0.0136403609067201,0.0,0.0,0.0343574620783329,5808,2873.4,0.2
1477,에이스브이,0.0,0.0,0.1828951388597488,0.5265093445777893,0.2703650891780853,0.0,0.0,0.0,0.0,0.0,0.9569463133811952,0.0,0.0,4552,102.3,0.17
1478,알피니언메디칼시스템,0.0,0.6253013610839844,0.0,0.2124809771776199,0.0,0.1596266031265258,0.1770626753568649,0.0,0.1225714907050132,0.2040079981088638,0.4727561175823211,0.0,0.0226015336811542,5122,569.2,0.34
1479,티유브이라인란드코리아,0.2510780990123749,0.0,0.0,0.4883525371551513,0.0,0.258792370557785,0.0389168336987495,0.0468138866126537,0.625363290309906,0.0472063384950161,0.1620014607906341,0.0672242864966392,0.0124738635495305,5924,418.5,0.16
1480,더스킨팩토리,0.0,0.0,0.0842797830700874,0.0943944528698921,0.0,0.8200844526290894,0.0,0.0,0.3704436421394348,0.0,0.3346916735172272,0.0,0.2938985228538513,4092,805.8,0.42
1481,대우전자부품,0.0,0.6679232120513916,0.0680078044533729,0.0,0.2611647248268127,0.0,0.7635578513145447,0.0,0.0,0.0,0.0331112183630466,0.0,0.2005573809146881,5648,991.8,0.22
1482,서울바이오시스,0.0332783907651901,0.6735318303108215,0.0,0.0203613247722387,0.0266313776373863,0.2454346120357513,0.2607668340206146,0.2843010723590851,0.0,0.0,0.4510437250137329,0.0,0.0,5062,2570.6,0.61
1483,위닉스,0.0,0.6015102863311768,0.0,0.0,0.238309696316719,0.1571699678897857,0.3789659142494201,0.0,0.0667919144034385,0.2573871910572052,0.2949330508708954,0.0,0.0,2207,179.9,1.14
1484,파주전기초자,0.0158983413130044,0.5579302906990051,0.0,0.0,0.423167884349823,0.0,0.4005973935127258,0.2288717329502105,0.0,0.0,0.3674269616603851,0.0,0.0,5884,4662.7,0.13
1485,포스코에너지,0.6309835910797119,0.0,0.0,0.3581456840038299,0.0,0.0,0.072566732764244,0.0,0.0,0.0,0.9179953336715698,0.0,0.0,10659,1900.0,1.12
1486,한서실업,0.0,0.0181066431105136,0.0,0.0,0.1397516876459121,0.8401349782943726,0.0324694216251373,0.0,0.0,0.0158816706389188,0.5058503746986389,0.0,0.4450537860393524,4462,925.4,0.34
1487,제이앤티씨,0.0,0.8580279350280762,0.0,0.0,0.1375148594379425,0.0,0.6925036907196045,0.0,0.0326693318784236,0.1463172882795334,0.0301346648484468,0.0,0.0969183519482612,4435,1013.5,0.29
1488,말레동현필터시스템,0.0,0.2693848609924316,0.0,0.4123856723308563,0.3153251409530639,0.0,0.3269939124584198,0.3659190833568573,0.0,0.0,0.3043280839920044,0.0,0.0,5778,2071.6,0.13
1489,한국옵티칼하이테크,0.0,0.7643388509750366,0.0,0.0,0.2293117791414261,0.0,0.37232705950737,0.2506357133388519,0.0,0.0,0.0,0.1305802315473556,0.242395594716072,5827,2181.2,1.68
1490,디이엔티,0.0,0.9780640602111816,0.0,0.0,0.016079781576991,0.0,0.2220611125230789,0.0,0.0,0.4120296239852905,0.360594242811203,0.0,0.0,3980,420.4,0.32
1491,윈팩,0.0,0.5464662313461304,0.0,0.0,0.3533537089824676,0.0984641015529632,0.5493884682655334,0.0,0.0,0.1044231280684471,0.0,0.0,0.3446863889694214,4593,1014.4,0.63
1492,넥스콘테크놀러지,0.0,0.6730663776397705,0.0,0.1313289701938629,0.0,0.1858224868774414,0.2966943979263305,0.0,0.373254656791687,0.0,0.3263473808765411,0.0,0.0,3352,27.3,0.49
1493,젯아이씨,0.0,0.0728177726268768,0.0,0.0,0.0,0.9238326549530028,0.038100428879261,0.0,0.1270776838064193,0.0,0.3272682130336761,0.0,0.506064772605896,4592,665.9,0.33
1494,대승,0.0,0.7856606841087341,0.0,0.0,0.2089987993240356,0.0,0.7862880229949951,0.0,0.0,0.0,0.0,0.0,0.2097701579332351,4012,59.2,0.5
1495,심팩,0.0719620287418365,0.5637564063072205,0.0,0.1285944879055023,0.046077836304903,0.1888370364904403,0.6059302091598511,0.3155848085880279,0.0,0.0,0.0761327147483825,0.0,0.0,3552,31.2,0.43
1496,고려제강,0.2168747186660766,0.7747083902359009,0.0,0.0,0.0,0.0,0.989867091178894,0.0,0.0,0.0,0.0,0.0,0.0,6124,4968.1,0.15
1497,듀링,0.0,0.9433762431144714,0.0,0.0,0.0,0.0500172153115272,0.7223832011222839,0.0,0.0,0.0981972366571426,0.0,0.1748279184103012,0.0,4728,956.1,0.3
1498,에스티엑스엔진,0.1922806352376938,0.4645081758499145,0.0,0.0,0.3393442332744598,0.0,0.4248172640800476,0.0660197883844375,0.0,0.0180957335978746,0.4893322885036468,0.0,0.0,6853,4582.8,0.08
1499,에이스침대,0.1617032438516616,0.5523434281349182,0.1704894453287124,0.062137383967638,0.0525325462222099,0.0,0.3858588635921478,0.0,0.0,0.0,0.0577799417078495,0.0856030210852623,0.4691693484783172,4617,3454.2,0.23
1500,유니레버코리아,0.0,0.0,0.0,0.8067487478256226,0.0,0.184403195977211,0.0,0.1352695524692535,0.2842040657997131,0.0,0.5766208171844482,0.0,0.0,5915,912.5,0.27
1501,한영넉스,0.0,0.9176904559135436,0.0,0.0,0.0670399367809295,0.0117313619703054,0.3390813171863556,0.0,0.0,0.0,0.0359038151800632,0.0,0.6230082511901855,3827,625.5,0.22
1502,더네이쳐홀딩스,0.0,0.0,0.2742108106613159,0.130518302321434,0.0,0.5941370725631714,0.0202855262905359,0.0,0.1638585478067398,0.0,0.3300533592700958,0.0,0.4840059578418731,3772,3690.5,0.61
1503,풀무원녹즙,0.1089655309915542,0.0,0.2165922969579696,0.0,0.0,0.6698495745658875,0.0,0.0,0.0,0.044132150709629,0.8729126453399658,0.0,0.0795766189694404,6032,781.0,0.25
1504,화승코퍼레이션,0.0,0.6666106581687927,0.3173452913761139,0.0,0.0,0.0,0.0,0.4956957101821899,0.0,0.0,0.4876674711704254,0.0,0.0,5521,777.3,0.11
1505,에스지씨솔루션,0.1477409154176712,0.5359044075012207,0.0,0.0,0.3120004832744598,0.0,0.9330328106880188,0.0,0.0,0.0,0.0603216290473938,0.0,0.0,4903,2470.6,0.18
1506,조광페인트,0.0491784252226352,0.7138959169387817,0.0,0.0,0.234687939286232,0.0,0.3980142772197723,0.0,0.0,0.1546596735715866,0.445537805557251,0.0,0.0,5789,2332.4,0.16
1507,에스티아이,0.0262652337551116,0.5805369019508362,0.0304301399737596,0.0322865918278694,0.3297662138938904,0.0,0.5337742567062378,0.0,0.0,0.2430775910615921,0.0264414045959711,0.0,0.1952028274536132,6491,2675.7,0.11
1508,티피씨메카트로닉스,0.0467063263058662,0.3324762284755707,0.067157357931137,0.1214761659502983,0.431192010641098,0.0,0.6912660002708435,0.0249513871967792,0.1489728838205337,0.0,0.0824148878455162,0.0,0.0512523427605629,4496,792.6,0.24
1509,일진다이아몬드,0.3375498950481415,0.353939801454544,0.0,0.0,0.2989787459373474,0.0,0.4468145668506622,0.0,0.0,0.1523635536432266,0.3954589962959289,0.0,0.0,4750,616.1,0.16
1510,엔피씨,0.0,0.7367963194847107,0.1755176037549972,0.0852873846888542,0.0,0.0,0.2011282444000244,0.033091802150011,0.0805152580142021,0.0,0.3895996510982513,0.1728312522172927,0.1221631169319152,7270,3785.1,0.13
1511,전기초자코리아,0.0,0.5659207701683044,0.0,0.0,0.4316039979457855,0.0,0.3978605568408966,0.3158838152885437,0.0,0.0,0.2842833995819092,0.0,0.0,5852,2549.9,1.16
1512,상아프론테크,0.0415169596672058,0.5483749508857727,0.0336346998810768,0.0,0.3133467435836792,0.0626111179590225,0.3225449025630951,0.1000140979886055,0.0,0.0754891335964202,0.1389259546995163,0.0,0.3621667623519897,5128,1327.3,0.13
1513,시너스텍,0.0,0.5976700782775879,0.0288919098675251,0.1568919718265533,0.215476706624031,0.0,0.503389298915863,0.0130703086033463,0.018566321581602,0.300150454044342,0.1641113311052322,0.0,0.0,5509,2356.0,0.19
1514,지엔코,0.0,0.0,0.0,0.0,0.0,0.9957031607627868,0.0,0.0,0.0118333557620644,0.0,0.1147676333785057,0.0,0.8723883628845215,4247,902.9,0.54
1515,서울화장품,0.0,0.99524986743927,0.0,0.0,0.0,0.0,0.3784395456314087,0.0,0.0,0.1691285073757171,0.0,0.0,0.4492254853248596,4019,925.7,0.25
1516,싸이노스,0.0,0.561090886592865,0.0,0.0806696340441703,0.2735179662704468,0.0792244151234626,0.4595119059085846,0.0155521631240844,0.0,0.1180212944746017,0.0,0.0,0.4043863713741302,4923,858.7,0.42
1517,예림임업,0.0,0.7265234589576721,0.0,0.0,0.2125917226076126,0.0578418187797069,0.4597798883914947,0.0,0.0,0.1436833888292312,0.0,0.0236559398472309,0.3713483512401581,4195,1293.9,0.26
1518,티센크루프엘리베이터코리아,0.0,0.0,0.4956552386283874,0.0,0.4934768080711365,0.0,0.3153715431690216,0.0,0.0,0.4917981028556824,0.1821991354227066,0.0,0.0,5495,6995.1,0.1
1519,솔루엠,0.0,0.570790708065033,0.0,0.4054515361785888,0.0,0.022467341274023,0.0,0.0,0.0,0.5591803789138794,0.4383161664009094,0.0,0.0,3288,6215.1,0.16
1520,아이엠아이크리티컬엔지니어링코리아,0.0564663261175155,0.5109042525291443,0.0,0.3517614305019378,0.0777491778135299,0.0,0.0726299583911895,0.0,0.0,0.6760730743408203,0.2446017265319824,0.0,0.0,5738,925.4,0.17
1521,한국요꼬가와전기,0.2515702247619629,0.0,0.3404013812541961,0.0397684089839458,0.0,0.3667268455028534,0.1399469822645187,0.0655581131577491,0.0,0.1889398545026779,0.3900555670261383,0.1122756674885749,0.1028240621089935,6032,1697.2,0.15
1522,한국호야전자,0.0,0.8789137005805969,0.0,0.0,0.1180898249149322,0.0,0.4799354970455169,0.0480528101325035,0.0396807193756103,0.0,0.2777777016162872,0.0,0.154142677783966,5858,1144.4,0.06
1523,디티알,0.0,0.6291580200195312,0.0,0.0,0.3649386167526245,0.0,0.8991169929504395,0.0,0.0567264929413795,0.0,0.0,0.0,0.0345290526747703,2681,3081.8,0.13
1524,제이씨코리아,0.0,0.0,0.0,0.0,0.0,0.9924758076667786,0.0,0.0,0.1402657628059387,0.0,0.4037247002124786,0.0,0.45415860414505,4397,547.4,0.47
1525,글로텍엔지니어링,0.0842412114143371,0.0,0.0,0.0,0.4571835100650787,0.4557779431343078,0.447696179151535,0.0,0.0,0.1442964822053909,0.0758610591292381,0.0,0.3270558416843414,5144,436.7,0.29
1526,대원산업,0.0590505301952362,0.6365705132484436,0.0,0.0,0.3004047274589538,0.0,0.1221096515655517,0.4043917059898376,0.0,0.0,0.4520829021930694,0.0,0.0192843973636627,5019,454.2,0.16
1527,동성화인텍,0.1371849924325943,0.5965282320976257,0.2352886795997619,0.0,0.0290843211114406,0.0,0.662064790725708,0.0709504559636116,0.0,0.2637065052986145,0.0,0.0,0.0,6061,3638.8,0.19
1528,오뚜기라면,0.0,0.3932006359100342,0.0,0.0,0.5720260143280029,0.0319646894931793,0.3623981177806854,0.0827056691050529,0.0,0.0,0.0,0.0,0.552778959274292,2842,6376.4,1.11
1529,일레븐코퍼레이션,0.0,0.0,0.0698359310626983,0.3583407402038574,0.0,0.5711567401885986,0.0,0.0,0.8306515216827393,0.0,0.0807210057973861,0.0,0.0878662914037704,3974,236.4,0.76
1530,광명산업,0.247895210981369,0.5271535515785217,0.0,0.2204387187957763,0.0,0.0,0.2835347652435303,0.0,0.2416784912347793,0.0,0.4697060585021972,0.0,0.0,5544,26.0,0.18
1531,제네랄일렉트릭인터내셔날인코포레이티드,0.0,0.0,0.0,0.6076996922492981,0.3585720062255859,0.0,0.0,0.0,0.9285093545913696,0.0,0.0416047573089599,0.0,0.0,3973,1377.7,0.64
1532,태성환경연구소,0.0,0.5497353076934814,0.0,0.0,0.4464981853961944,0.0,0.1199063807725906,0.0,0.0,0.0,0.1755509823560714,0.0,0.7024702429771423,3225,91.1,0.67
1533,효성굿스프링스,0.4705367684364319,0.5187572240829468,0.0,0.0,0.0,0.0,0.2393244951963424,0.0,0.2494502365589141,0.0,0.5025292038917542,0.0,0.0,5932,2089.8,0.17
1534,오에이티씨,0.0242189280688762,0.0,0.0,0.0,0.077828899025917,0.8962165117263794,0.0104819554835557,0.0,0.1402620077133178,0.0215820707380771,0.3606765866279602,0.0,0.4666528403759002,3942,127.8,0.62
1535,이즈미디어,0.0,0.2974129915237427,0.252353310585022,0.028209263458848,0.0,0.4212046265602112,0.0,0.0,0.0224616862833499,0.0,0.9464485049247742,0.0,0.0293869506567716,10479,472.2,1.0
1536,패커드코리아,0.0,0.7526845335960388,0.0312998853623867,0.0,0.2144938260316848,0.0,0.4379131495952606,0.0,0.0,0.372349202632904,0.0230963863432407,0.0,0.1653597950935363,6032,2201.5,0.09
1537,코스맥스바이오,0.0,0.8279035687446594,0.1687896698713302,0.0,0.0,0.0,0.6248685121536255,0.0,0.0,0.0,0.0270299948751926,0.079618290066719,0.2668649852275848,4581,1622.9,0.27
1538,케이에이치바텍,0.0,0.608828604221344,0.0,0.0,0.3755099177360534,0.0,0.9846222996711732,0.0,0.0,0.0,0.0,0.0,0.0,7348,282.9,0.12
1539,에이엠텔레콤,0.3606966137886047,0.0,0.0852923765778541,0.0976638197898864,0.070098727941513,0.3854786455631256,0.0,0.0,0.337824285030365,0.0,0.4388616681098938,0.0,0.2225080132484436,5658,663.9,0.22
1540,우인인더스트리즈,0.0,0.0,0.0,0.0,0.7332865595817566,0.233087345957756,0.0,0.0,0.0,0.0,0.0,0.0,0.977364182472229,4978,1338.7,0.27
1541,케이투코리아,0.0,0.3386417627334595,0.0,0.3462226092815399,0.0,0.312668889760971,0.1529560387134552,0.0255609843879938,0.0,0.4545211791992187,0.3649869561195373,0.0,0.0,6032,4022.0,0.21
1542,테크로스,0.0915449634194374,0.5797220468521118,0.2415541708469391,0.0,0.0,0.0860436111688613,0.1993626058101654,0.0,0.0,0.2531401216983795,0.5458044409751892,0.0,0.0,2765,1820.4,1.06
1543,에몬스가구,0.0,0.5620175004005432,0.0,0.0,0.2188969254493713,0.2172155082225799,0.045962106436491,0.0115442043170332,0.0,0.0,0.4460157752037048,0.0,0.4896303415298462,4709,1398.7,0.34
1544,천호엔케어,0.1698721349239349,0.5726256370544434,0.0,0.0,0.2275584191083908,0.0253885854035615,0.5295390486717224,0.0,0.0,0.0,0.4314047396183014,0.0,0.0345019325613975,3991,427.0,0.17
1545,두원공조,0.0,0.806398332118988,0.1865452229976654,0.0,0.0,0.0,0.8781383633613586,0.0,0.0,0.0964293032884597,0.0233848188072443,0.0,0.0,6032,8841.1,0.11
1546,삼부정밀화학,0.0,0.5819706320762634,0.0,0.0275074578821659,0.3880465626716614,0.0,0.243700623512268,0.0967724546790123,0.0,0.0207371897995471,0.3180542290210724,0.0,0.3197526931762695,5247,1396.7,0.56
1547,서진캠,0.0,0.7641772031784058,0.0,0.0,0.231201097369194,0.0,0.671944797039032,0.0,0.0,0.0,0.2598416209220886,0.0,0.0648174956440925,7094,3180.9,0.07
1548,한국브렌슨,0.01460294239223,0.1586287468671798,0.0788009613752365,0.067063994705677,0.3133283853530884,0.3675749897956848,0.0168371740728616,0.0,0.0477998815476894,0.0,0.5732306838035583,0.1886672675609588,0.173277199268341,5653,328.7,0.38
1549,독립문,0.0,0.0,0.5504100918769836,0.0,0.1997793763875961,0.2468704432249069,0.0,0.0,0.0454121604561805,0.0,0.7643254995346069,0.0,0.1878188252449035,5576,1139.1,0.38
1550,미르기술,0.0,0.7644430994987488,0.0473319329321384,0.0,0.0,0.1822018921375274,0.0,0.0,0.0,0.0,0.4052586853504181,0.0,0.589893639087677,5036,365.9,0.36
1551,엔케이,0.7413626313209534,0.2136508226394653,0.0,0.0365494005382061,0.0,0.0,0.0,0.0,0.0,0.0,0.1238277703523635,0.0,0.8689205646514893,3440,129.0,0.41
1552,태림포장,0.0,0.93973970413208,0.0,0.0,0.0570646300911903,0.0,0.7981598377227783,0.0,0.0,0.0,0.0,0.0375965647399425,0.1617037653923034,6013,6583.1,0.23
1553,한국훼스토,0.1106061413884162,0.0,0.0,0.8864403963088989,0.0,0.0,0.0,0.1588928699493408,0.2380867749452591,0.1075144633650779,0.4415332973003387,0.051673986017704,0.0,6032,1086.1,0.17
1554,해브앤비,0.0,0.0,0.1522342711687088,0.7140255570411682,0.0,0.1306042522192001,0.0,0.0,0.4620988965034485,0.0,0.5341446399688721,0.0,0.0,4917,6072.3,0.37
1555,옵트론텍,0.0,0.4110720753669739,0.0,0.0,0.5856414437294006,0.0,0.4770804643630981,0.0,0.0,0.0,0.1614457815885543,0.0,0.3587031066417694,5194,1107.5,0.67
1556,남양넥스모,0.315884381532669,0.4467120766639709,0.163109004497528,0.0729087516665458,0.0,0.0,0.5222330093383789,0.0,0.0390333645045757,0.0623873360455036,0.3747813105583191,0.0,0.0,6032,3515.4,0.09
1557,양지사,0.0,0.6658321022987366,0.0,0.0,0.0,0.3283657729625702,0.0,0.0,0.0,0.1791874319314956,0.0,0.0,0.816123366355896,4105,55.9,0.34
1558,삼보모터스,0.0,0.99430650472641,0.0,0.0,0.0,0.0,0.3109095990657806,0.1944422721862793,0.286090075969696,0.0711984559893608,0.1356713473796844,0.0,0.0,7407,3041.3,0.11
1559,에스에스엘엠,0.0,0.5673834681510925,0.0,0.0204805713146924,0.4104101955890655,0.0,0.7535687685012817,0.0997920408844947,0.0,0.0,0.0220239721238613,0.0,0.1238074600696563,5304,1700.5,0.24
1560,현대아이에이치엘,0.0,0.7786200046539307,0.0,0.0,0.2056581228971481,0.0,0.7334120869636536,0.0,0.0,0.0,0.1883727759122848,0.0651709660887718,0.0,6032,4340.3,0.13
1561,삼전순약공업,0.0,0.6990408301353455,0.0,0.0,0.2970874309539795,0.0,0.4436587691307068,0.0,0.1909619569778442,0.0,0.119488701224327,0.0,0.2443475574254989,4265,944.0,0.27
1562,새솔다이아몬드공업,0.0,0.7235723733901978,0.0,0.0,0.1813685595989227,0.093318410217762,0.5725041627883911,0.0,0.0,0.0,0.0,0.0,0.4256851971149444,5289,1238.7,0.43
1563,아미코젠,0.165674477815628,0.3279321789741516,0.0,0.0,0.0434943661093711,0.4616294205188751,0.0,0.0,0.1618643403053283,0.1497976183891296,0.264756977558136,0.0,0.4229063689708709,4695,317.7,0.24
1564,두올,0.0,0.7663757801055908,0.0,0.0398939773440361,0.0,0.1904261112213134,0.7508594393730164,0.0,0.0,0.0,0.0982745438814163,0.0,0.1480930298566818,4359,2262.9,0.22
1565,상보,0.2543891072273254,0.6512101888656616,0.0,0.0,0.0884650871157646,0.0,0.1145531758666038,0.2785915434360504,0.0,0.0939704552292823,0.1395239233970642,0.0,0.3709491491317749,5754,727.7,0.17
1566,씨엠에이글로벌,0.0,0.4327478110790252,0.0,0.0,0.0,0.5603138208389282,0.1041285991668701,0.0,0.0,0.0,0.0,0.0,0.8915485739707947,3098,298.7,0.42
1567,아이디룩,0.0,0.0,0.1294390261173248,0.0,0.0,0.8657155632972717,0.0,0.0,0.1819066256284713,0.0,0.3658877909183502,0.0,0.449151873588562,5325,2146.4,0.25
1568,볼빅,0.0,0.3435381948947906,0.0,0.1168247982859611,0.0,0.5340292453765869,0.0,0.0,0.0,0.0,0.4860461354255676,0.0,0.511084258556366,4110,473.4,0.65
1569,삼익티에이치케이,0.0523621737957,0.5350167155265808,0.0449649989604949,0.0,0.3664368093013763,0.0,0.8454926609992981,0.0282781720161438,0.0,0.123296283185482,0.0,0.0,0.0,5737,3104.8,0.11
1570,에스엔유프리시젼,0.340852677822113,0.381561279296875,0.0,0.0,0.0,0.2740269005298614,0.1123782396316528,0.0206613447517156,0.0,0.5949621796607971,0.2630420923233032,0.0,0.0,5345,1137.0,0.21
1571,와이엠티,0.0,0.7230106592178345,0.0,0.0327255986630916,0.1896998286247253,0.0527037344872951,0.4266057312488556,0.0,0.0343637652695179,0.0913948640227317,0.0,0.0496913120150566,0.3940916359424591,3661,4.9,0.2
1572,인텔리안테크놀로지스,0.0264420863240957,0.602344810962677,0.0,0.2826555073261261,0.0,0.0874118357896804,0.4942733943462372,0.0,0.2067013531923294,0.0130654899403452,0.0351353548467159,0.0,0.250131219625473,5811,1231.1,0.2
1573,케이엠,0.0,0.6662617325782776,0.0,0.0,0.2603294849395752,0.0707253962755203,0.481076180934906,0.0,0.0,0.0996630936861038,0.0350456796586513,0.0,0.3818310797214508,2313,37.6,1.22
1574,엘이디라이텍,0.0,0.8969883322715759,0.0,0.0,0.0985843241214752,0.0,0.3020608425140381,0.0,0.0951850712299346,0.1169538646936416,0.4830396175384521,0.0,0.0,4328,903.4,0.86
1575,고운세상코스메틱,0.144260749220848,0.0,0.0679305866360664,0.784869372844696,0.0,0.0,0.0,0.0,0.8482474684715271,0.0,0.1402402520179748,0.0,0.0,5286,1731.3,0.29
1576,베네통코리아,0.0,0.0,0.5505415201187134,0.4428596198558807,0.0,0.0,0.0,0.0,0.2601464092731476,0.3730915784835815,0.2686899900436401,0.0380124598741531,0.0576271004974842,4909,1360.7,0.33
1577,브이티코스메틱,0.0,0.0,0.727438747882843,0.0,0.0,0.2704991102218628,0.0,0.0,0.3142499029636383,0.0,0.3363282084465027,0.0,0.348363310098648,1930,6913만원,1.48
1578,이펙스,0.0,0.4462684392929077,0.1699424684047699,0.3698953092098236,0.0130820861086249,0.0,0.0142922168597579,0.0,0.3288790285587311,0.0,0.5782022476196289,0.0468614287674427,0.0312099885195493,4549,1120.2,0.53
1579,한국인삼공사,0.4187110960483551,0.0,0.4563563466072082,0.0321125537157058,0.0914984866976738,0.0,0.0,0.2058259844779968,0.0,0.0,0.6122665405273438,0.1799416542053222,0.0,6082,1300.0,0.19
1580,영원아웃도어,0.0824893936514854,0.4372110962867737,0.0,0.0,0.0,0.4743482768535614,0.0911898389458656,0.0,0.0,0.5824594497680664,0.3215264976024627,0.0,0.0,6032,5444.8,0.12
1581,윌로펌프,0.3370440304279327,0.2176180481910705,0.4145983755588531,0.0291802417486906,0.0,0.0,0.1539924889802932,0.0925256311893463,0.0,0.0,0.7514450550079346,0.0,0.0,6032,2084.0,0.08
1582,디젠,0.0120315747335553,0.6395899653434753,0.0,0.0,0.2397143691778183,0.1076901778578758,0.3114635646343231,0.0,0.0258114580065011,0.039663940668106,0.3489830195903778,0.0,0.2735300958156585,4254,107.4,0.21
